index,dsp time,sfn,Adjustment value
6569,11070.007071347,5862,-26
6570,11070.012071296,5867,-27
6571,11070.047124331,5902,-27
6572,11070.062027057,5917,-24
6573,11070.072108436,5927,-24
6574,11070.087064146,5942,-24
6575,11070.097023199,5952,-24
6576,11070.102078292,5957,-21
6577,11070.112070318,5967,-21
6578,11070.122057767,5977,-22
6579,11070.147057201,6002,-22
6580,11070.157042181,6012,-19
6581,11070.162067026,6017,-19
6582,11070.167074331,6022,-19
6583,11070.177071810,6032,-20
6584,11070.182049691,6037,-20
6585,11070.192073713,6047,-20
6586,11070.197038786,6052,-20
6587,11070.207061522,6062,-20
6588,11070.217057510,6072,-21
6589,11070.222119753,6077,-21
6590,11070.232050257,6087,-21
6591,11070.241992129,6097,-21
6592,11070.252009516,6107,-21
6593,11070.257036111,6112,-21
6594,11070.262193621,6117,-18
6595,11070.282064197,6137,-18
6596,11070.297050051,6152,-18
6597,11070.307051646,6162,-15
6598,11070.317064300,6172,-15
6599,11070.327073508,6182,-16
6600,11070.337052932,6192,-17
6601,11070.347061985,6202,-18
6602,11070.387045061,6242,-16
6603,11070.392060339,6247,-17
6604,11070.402070267,6257,-17
6605,11070.417047273,6272,-17
6606,11070.422046399,6277,-18
6607,11070.432050617,6287,-18
6608,11070.442085030,6297,-19
6609,11070.457066872,6312,-20
6610,11070.477064763,6332,-17
6611,11070.492057716,6347,-17
6612,11070.497059053,6352,-18
6613,11070.546998765,6402,-18
6614,11070.552094187,6407,-18
6615,11070.562096707,6417,-19
6616,11070.567102520,6422,-19
6617,11070.577094290,6432,-17
6618,11070.582100360,6437,-18
6619,11070.592059465,6447,-18
6620,11070.602061625,6457,-19
6621,11070.607080195,6462,-19
6622,11070.622064866,6477,-20
6623,11070.632034567,6487,-20
6624,11070.637061574,6492,-21
6625,11070.647060185,6502,-21
6626,11070.652024948,6507,-21
6627,11070.672098713,6527,-21
6628,11070.692145473,6547,-19
6629,11070.727158127,6582,-19
6630,11070.732102674,6587,-19
6631,11070.737069804,6592,-19
6632,11070.742072942,6597,-19
6633,11070.762116769,6617,-19
6634,11070.767091563,6622,-19
6635,11070.782014197,6637,-19
6636,11070.792085030,6647,-19
6637,11070.802101131,6657,-20
6638,11070.812063168,6667,-20
6639,11070.817050514,6672,-21
6640,11070.832084413,6687,-19
6641,11070.837052572,6692,-20
6642,11070.847082150,6702,-20
6643,11070.852077057,6707,-20
6644,11070.862087860,6717,-21
6645,11070.872058847,6727,-21
6646,11070.887089711,6742,-19
6647,11070.892069495,6747,-20
6648,11070.897075668,6752,-21
6649,11070.907051234,6762,-22
6650,11070.912050771,6767,-23
6651,11070.922040997,6777,-24
6652,11070.952040534,6807,-24
6653,11070.962113991,6817,-24
6654,11070.967072273,6822,-24
6655,11070.977070730,6832,-21
6656,11070.987023765,6842,-21
6657,11071.017053600,6872,-21
6658,11071.027091769,6882,-18
6659,11071.032100925,6887,-18
6660,11071.037086882,6892,-19
6661,11071.042073662,6897,-19
6662,11071.047052417,6902,-20
6663,11071.057045318,6912,-20
6664,11071.062106687,6917,-20
6665,11071.067063580,6922,-20
6666,11071.082039917,6937,-18
6667,11071.087079269,6942,-18
6668,11071.112056327,6967,-18
6669,11071.127075360,6982,-19
6670,11071.132053446,6987,-19
6671,11071.137096759,6992,-20
6672,11071.142048662,6997,-21
6673,11071.152076183,7007,-21
6674,11071.177114403,7032,-21
6675,11071.202071965,7057,-18
6676,11071.212020730,7067,-18
6677,11071.217047839,7072,-18
6678,11071.222087911,7077,-18
6679,11071.227039454,7082,-18
6680,11071.237068261,7092,-16
6681,11071.247097222,7102,-16
6682,11071.267101028,7122,-17
6683,11071.272080555,7127,-18
6684,11071.282093415,7137,-19
6685,11071.297104012,7152,-19
6686,11071.302066820,7157,-20
6687,11071.312089454,7167,-21
6688,11071.322032047,7177,-22
6689,11071.332045061,7187,-23
6690,11071.342062962,7197,-24
6691,11071.347054423,7202,-24
6692,11071.367150102,7222,-24
6693,11071.372039248,7227,-24
6694,11071.387094238,7242,-24
6695,11071.392119598,7247,-21
6696,11071.427006275,7282,-21
6697,11071.437005606,7292,-18
6698,11071.447081532,7302,-18
6699,11071.457094341,7312,-19
6700,11071.477044907,7332,-20
6701,11071.482105761,7337,-18
6702,11071.487111111,7342,-18
6703,11071.497095884,7352,-19
6704,11071.507084979,7362,-19
6705,11071.512108076,7367,-20
6706,11071.527107613,7382,-21
6707,11071.537087037,7392,-18
6708,11071.542095370,7397,-19
6709,11071.552068209,7407,-19
6710,11071.557077263,7412,-20
6711,11071.567086213,7422,-20
6712,11071.572046296,7427,-21
6713,11071.582101337,7437,-22
6714,11071.592052469,7447,-22
6715,11071.612018827,7467,-23
6716,11071.627009670,7482,-23
6717,11071.636987242,7492,-20
6718,11071.647041409,7502,-20
6719,11071.662051080,7517,-20
6720,11071.672081893,7527,-20
6721,11071.677044804,7532,-21
6722,11071.687124228,7542,-21
6723,11071.692127109,7547,-22
6724,11071.697100360,7552,-23
6725,11071.707092181,7562,-24
6726,11071.712026388,7567,-24
6727,11071.722071553,7577,-24
6728,11071.727101388,7582,-24
6729,11071.737061522,7592,-22
6730,11071.747102160,7602,-23
6731,11071.752129320,7607,-24
6732,11071.762089300,7617,-24
6733,11071.772045524,7627,-24
6734,11071.787049845,7642,-24
6735,11071.792065226,7647,-25
6736,11071.807116718,7662,-25
6737,11071.812094393,7667,-25
6738,11071.827056327,7682,-25
6739,11071.832038477,7687,-22
6740,11071.847102417,7702,-22
6741,11071.851991923,7707,-22
6742,11071.867012551,7722,-22
6743,11071.882095524,7737,-22
6744,11071.897104886,7752,-22
6745,11071.917085339,7772,-23
6746,11071.922085699,7777,-24
6747,11071.932115020,7787,-25
6748,11071.952065380,7807,-26
6749,11071.957099948,7812,-26
6750,11071.967079218,7822,-27
6751,11071.982060493,7837,-28
6752,11071.987088117,7842,-28
6753,11071.992126491,7847,-29
6754,11072.007063528,7862,-29
6755,11072.012032304,7867,-30
6756,11072.022135185,7877,-31
6757,11072.027111471,7882,-31
6758,11072.047099742,7902,-28
6759,11072.077032664,7932,-28
6760,11072.092055401,7947,-28
6761,11072.107069135,7962,-28
6762,11072.117063940,7972,-29
6763,11072.127070010,7982,-30
6764,11072.137084619,7992,-30
6765,11072.142103034,7997,-31
6766,11072.152082921,8007,-31
6767,11072.157074537,8012,-32
6768,11072.172101080,8027,-33
6769,11072.177118158,8032,-34
6770,11072.187106481,8042,-32
6771,11072.192052314,8047,-33
6772,11072.202087448,8057,-34
6773,11072.207125823,8062,-34
6774,11072.227077417,8082,-35
6775,11072.232095370,8087,-33
6776,11072.272074691,8127,-34
6777,11072.277082664,8132,-35
6778,11072.287054938,8142,-36
6779,11072.297056584,8152,-37
6780,11072.307120576,8162,-34
6781,11072.312046913,8167,-35
6782,11072.317059722,8172,-36
6783,11072.337070730,8192,-37
6784,11072.342053189,8197,-38
6785,11072.347101594,8202,-38
6786,11072.352077983,8207,-36
6787,11072.357046862,8212,-37
6788,11072.362095421,8217,-38
6789,11072.367112860,8222,-38
6790,11072.372066152,8227,-39
6791,11072.377107253,8232,-40
6792,11072.382072016,8237,-40
6793,11072.387112191,8242,-40
6794,11072.392096862,8247,-41
6795,11072.397100977,8252,-42
6796,11072.402058076,8257,-40
6797,11072.407096141,8262,-40
6798,11072.412077366,8267,-41
6799,11072.417082561,8272,-42
6800,11072.422085030,8277,-43
6801,11072.427120679,8282,-44
6802,11072.432036471,8287,-45
6803,11072.437095627,8292,-46
6804,11072.442068312,8297,-47
6805,11072.447104681,8302,-48
6806,11072.452059362,8307,-46
6807,11072.457069341,8312,-47
6808,11072.462080864,8317,-48
6809,11072.467107664,8322,-48
6810,11072.472103189,8327,-49
6811,11072.477055555,8332,-50
6812,11072.482062037,8337,-51
6813,11072.487083539,8342,-52
6814,11072.492039351,8347,-53
6815,11072.497088374,8352,-54
6816,11072.502092541,8357,-51
6817,11072.507085288,8362,-51
6818,11072.512052623,8367,-51
6819,11072.522069135,8377,-51
6820,11072.561907201,8417,-51
6821,11072.572051440,8427,-51
6822,11072.601900308,8457,-51
6823,11072.612044084,8467,-51
6824,11072.622076080,8477,-48
6825,11072.632089403,8487,-48
6826,11072.642036882,8497,-48
6827,11072.652038271,8507,-48
6828,11072.681929783,8537,-48
6829,11072.721913940,8577,-48
6830,11072.732025977,8587,-48
6831,11072.737087705,8592,-48
6832,11072.747099382,8602,-45
6833,11072.757126440,8612,-45
6834,11072.761913786,8617,-45
6835,11072.767103652,8622,-45
6836,11072.801910802,8657,-42
6837,11072.812081738,8667,-42
6838,11072.841902520,8697,-42
6839,11072.857061368,8712,-42
6840,11072.867097839,8722,-39
6841,11072.877080246,8732,-39
6842,11072.881891769,8737,-39
6843,11072.887069547,8742,-39
6844,11072.892097633,8747,-39
6845,11072.921928858,8777,-39
6846,11072.961906275,8817,-39
6847,11072.972017181,8827,-39
6848,11072.982108693,8837,-39
6849,11072.992065483,8847,-36
6850,11073.002019444,8857,-36
6851,11073.042064351,8897,-33
6852,11073.052071810,8907,-33
6853,11073.057044650,8912,-30
6854,11073.062061008,8917,-31
6855,11073.067091923,8922,-32
6856,11073.072084413,8927,-32
6857,11073.077077983,8932,-32
6858,11073.087114300,8942,-32
6859,11073.097109104,8952,-32
6860,11073.102080092,8957,-29
6861,11073.112078755,8967,-29
6862,11073.122046965,8977,-30
6863,11073.127106635,8982,-31
6864,11073.137048302,8992,-31
6865,11073.142068724,8997,-32
6866,11073.147063888,9002,-32
6867,11073.152046604,9007,-29
6868,11073.162051543,9017,-30
6869,11073.167103806,9022,-31
6870,11073.177056790,9032,-32
6871,11073.187079526,9042,-32
6872,11073.192065637,9047,-33
6873,11073.202059670,9057,-34
6874,11073.207076748,9062,-34
6875,11073.217057150,9072,-35
6876,11073.222093158,9077,-36
6877,11073.232048353,9087,-36
6878,11073.237067798,9092,-37
6879,11073.247077109,9102,-38
6880,11073.252038631,9107,-36
6881,11073.262081790,9117,-37
6882,11073.272055504,9127,-37
6883,11073.277073611,9132,-37
6884,11073.282071862,9137,-38
6885,11073.292048148,9147,-39
6886,11073.297081635,9152,-40
6887,11073.307065843,9162,-38
6888,11073.312044495,9167,-39
6889,11073.322067952,9177,-40
6890,11073.332012037,9187,-40
6891,11073.357093158,9212,-41
6892,11073.372071090,9227,-42
6893,11073.382103703,9237,-43
6894,11073.392071347,9247,-44
6895,11073.402098919,9257,-45
6896,11073.407103806,9262,-46
6897,11073.412065997,9267,-47
6898,11073.417069084,9272,-48
6899,11073.422079732,9277,-48
6900,11073.452045524,9307,-48
6901,11073.492045781,9347,-49
6902,11073.512039043,9367,-49
6903,11073.522056172,9377,-50
6904,11073.542069032,9397,-50
6905,11073.552109670,9407,-51
6906,11073.582103858,9437,-51
6907,11073.592045884,9447,-51
6908,11073.607098611,9462,-51
6909,11073.617044444,9472,-52
6910,11073.622058281,9477,-53
6911,11073.632036368,9487,-53
6912,11073.647089917,9502,-54
6913,11073.657046965,9512,-55
6914,11073.667132304,9522,-56
6915,11073.677056738,9532,-57
6916,11073.697049794,9552,-58
6917,11073.707079372,9562,-59
6918,11073.717058899,9572,-60
6919,11073.737064609,9592,-60
6920,11073.757069598,9612,-58
6921,11073.767091358,9622,-59
6922,11073.772081481,9627,-60
6923,11073.792080967,9647,-61
6924,11073.802097222,9657,-62
6925,11073.812050102,9667,-62
6926,11073.842049588,9697,-63
6927,11073.872057870,9727,-63
6928,11073.877050411,9732,-64
6929,11073.887079526,9742,-64
6930,11073.897102932,9752,-64
6931,11073.902058899,9757,-62
6932,11073.912076800,9767,-62
6933,11073.932061625,9787,-63
6934,11073.942090895,9797,-63
6935,11073.972122993,9827,-63
6936,11073.997073353,9852,-64
6937,11074.017098045,9872,-62
6938,11074.022050102,9877,-63
6939,11074.027066666,9882,-64
6940,11074.037038888,9892,-64
6941,11074.042066409,9897,-64
6942,11074.062082921,9917,-64
6943,11074.067060802,9922,-64
6944,11074.077079423,9932,-64
6945,11074.097087191,9952,-64
6946,11074.102103909,9957,-62
6947,11074.127102880,9982,-62
6948,11074.137035082,9992,-63
6949,11074.157082973,10012,-64
6950,11074.177059927,10032,-64
6951,11074.182074639,10037,-64
6952,11074.202061419,10057,-64
6953,11074.212074794,10067,-64
6954,11074.222083950,10077,-64
6955,11074.232103086,10087,-64
6956,11074.252101646,10107,-64
6957,11074.262052469,10117,-64
6958,11074.292073559,10147,-64
6959,11074.297066306,10152,-64
6960,11074.302094084,10157,-62
6961,11074.307083076,10162,-62
6962,11074.312054166,10167,-63
6963,11074.317094135,10172,-64
6964,11074.322079115,10177,-64
6965,11074.327087911,10182,-64
6966,11074.332086934,10187,-64
6967,11074.337089197,10192,-64
6968,11074.342093055,10197,-64
6969,11074.347090843,10202,-64
6970,11074.352080041,10207,-62
6971,11074.357102829,10212,-62
6972,11074.362133127,10217,-63
6973,11074.367072479,10222,-64
6974,11074.372085390,10227,-64
6975,11074.377077880,10232,-64
6976,11074.382057767,10237,-64
6977,11074.387116358,2,-64
6978,11074.392065020,7,-64
6979,11074.397115020,12,-64
6980,11074.402090843,17,-62
6981,11074.407083127,22,-63
6982,11074.412085545,27,-64
6983,11074.417047942,32,-64
6984,11074.422115483,37,-64
6985,11074.427058179,42,-64
6986,11074.432050462,47,-64
6987,11074.437031944,52,-64
6988,11074.442039763,57,-64
6989,11074.447064146,62,-64
6990,11074.481932304,97,-61
6991,11074.492075051,107,-61
6992,11074.521920679,137,-61
6993,11074.527076594,142,-61
6994,11074.537074639,152,-58
6995,11074.547082407,162,-58
6996,11074.557092489,172,-58
6997,11074.561910751,177,-55
6998,11074.572074331,187,-55
6999,11074.601937088,217,-55
7000,11074.641922530,257,-55
7001,11074.652080401,267,-55
7002,11074.662093569,277,-52
7003,11074.672092901,287,-52
7004,11074.682106841,297,-52
7005,11074.721918518,337,-52
7006,11074.732076543,347,-52
7007,11074.761957458,377,-52
7008,11074.772056275,387,-52
7009,11074.782083744,397,-49
7010,11074.792077932,407,-49
7011,11074.802109670,417,-49
7012,11074.812070987,427,-46
7013,11074.841928292,457,-46
7014,11074.881905967,497,-46
7015,11074.892036368,507,-46
7016,11074.897045936,512,-46
7017,11074.907081327,522,-43
7018,11074.917063117,532,-43
7019,11074.921905658,537,-43
7020,11074.927080606,542,-43
7021,11074.961938786,577,-40
7022,11074.972068621,587,-40
7023,11075.001923096,617,-40
7024,11075.017075925,632,-40
7025,11075.027073919,642,-37
7026,11075.037075102,652,-37
7027,11075.041908847,657,-37
7028,11075.047081532,662,-37
7029,11075.052053755,667,-37
7030,11075.077051183,692,-37
7031,11075.081925308,697,-34
7032,11075.087084104,702,-34
7033,11075.097057510,712,-34
7034,11075.107088528,722,-34
7035,11075.121906738,737,-31
7036,11075.132021296,747,-31
7037,11075.161893312,777,-31
7038,11075.197071296,812,-31
7039,11075.201943106,817,-28
7040,11075.222053806,837,-28
7041,11075.242038786,857,-28
7042,11075.281885133,897,-29
7043,11075.302067798,917,-29
7044,11075.322080658,937,-26
7045,11075.361923148,977,-27
7046,11075.382070010,997,-27
7047,11075.402052057,1017,-24
7048,11075.407092541,1022,-25
7049,11075.441923251,1057,-26
7050,11075.482062191,1097,-26
7051,11075.487080555,1102,-24
7052,11075.522085030,1137,-25
7053,11075.532083230,1147,-25
7054,11075.537058950,1152,-25
7055,11075.542106378,1157,-25
7056,11075.547101028,1162,-25
7057,11075.552045730,1167,-23
7058,11075.561938991,1177,-24
7059,11075.607063065,1222,-24
7060,11075.612039146,1227,-25
7061,11075.632067644,1247,-26
7062,11075.642075308,1257,-27
7063,11075.657092335,1272,-28
7064,11075.667073713,1282,-26
7065,11075.672097839,1287,-27
7066,11075.682112345,1297,-28
7067,11075.687098971,1302,-28
7068,11075.697101080,1312,-29
7069,11075.702030967,1317,-29
7070,11075.707067798,1322,-29
7071,11075.722071039,1337,-27
7072,11075.727071913,1342,-28
7073,11075.742060030,1357,-29
7074,11075.747096450,1362,-29
7075,11075.762095524,1377,-29
7076,11075.767063477,1382,-26
7077,11075.777046141,1392,-27
7078,11075.782071296,1397,-28
7079,11075.787129886,1402,-29
7080,11075.792051697,1407,-31
7081,11075.802139043,1417,-32
7082,11075.807084516,1422,-33
7083,11075.842124074,1457,-31
7084,11075.852072479,1467,-32
7085,11075.857059413,1472,-32
7086,11075.862076851,1477,-29
7087,11075.922045679,1537,-29
7088,11075.927057561,1542,-26
7089,11075.932114351,1547,-27
7090,11075.937073302,1552,-28
7091,11075.942059670,1557,-28
7092,11075.947100102,1562,-29
7093,11075.952074588,1567,-30
7094,11075.957046656,1572,-31
7095,11075.962088683,1577,-28
7096,11076.002039969,1617,-29
7097,11076.007072222,1622,-30
7098,11076.012109053,1627,-31
7099,11076.017080555,1632,-29
7100,11076.022096450,1637,-30
7101,11076.027069598,1642,-30
7102,11076.032039454,1647,-31
7103,11076.037037654,1652,-32
7104,11076.042092952,1657,-33
7105,11076.047095061,1662,-34
7106,11076.057085082,1672,-35
7107,11076.072084825,1687,-33
7108,11076.087083539,1702,-34
7109,11076.097069393,1712,-35
7110,11076.107137345,1722,-36
7111,11076.117062602,1732,-33
7112,11076.122042026,1737,-34
7113,11076.142084670,1757,-34
7114,11076.147108230,1762,-34
7115,11076.157080195,1772,-35
7116,11076.167056635,1782,-33
7117,11076.177073045,1792,-34
7118,11076.182078292,1797,-35
7119,11076.187139609,1802,-36
7120,11076.207100668,1822,-37
7121,11076.212066306,1827,-35
7122,11076.217089969,1832,-36
7123,11076.222062242,1837,-37
7124,11076.227079372,1842,-38
7125,11076.232064506,1847,-39
7126,11076.237108384,1852,-40
7127,11076.242038323,1857,-41
7128,11076.247055555,1862,-42
7129,11076.252129423,1867,-43
7130,11076.257067335,1872,-44
7131,11076.262075205,1877,-41
7132,11076.267109053,1882,-41
7133,11076.272057510,1887,-42
7134,11076.277044598,1892,-43
7135,11076.282102366,1897,-44
7136,11076.287075154,1902,-45
7137,11076.297086985,1912,-46
7138,11076.327073765,1942,-47
7139,11076.332068672,1947,-47
7140,11076.337066923,1952,-48
7141,11076.342097839,1957,-49
7142,11076.347131069,1962,-49
7143,11076.352054938,1967,-50
7144,11076.357041255,1972,-51
7145,11076.362049074,1977,-49
7146,11076.367066203,1982,-50
7147,11076.372086779,1987,-51
7148,11076.377074691,1992,-52
7149,11076.382067746,1997,-52
7150,11076.387059516,2002,-53
7151,11076.392089711,2007,-54
7152,11076.397115740,2012,-55
7153,11076.402086985,2017,-56
7154,11076.407064866,2022,-57
7155,11076.412126800,2027,-55
7156,11076.417067386,2032,-56
7157,11076.422041049,2037,-57
7158,11076.427119290,2042,-57
7159,11076.432077983,2047,-58
7160,11076.437069393,2052,-59
7161,11076.442108076,2057,-60
7162,11076.447084156,2062,-61
7163,11076.452020113,2067,-62
7164,11076.457091923,2072,-63
7165,11076.462100925,2077,-61
7166,11076.467084927,2082,-62
7167,11076.472086111,2087,-63
7168,11076.477082201,2092,-63
7169,11076.482023199,2097,-63
7170,11076.487045421,2102,-64
7171,11076.497098611,2112,-64
7172,11076.522087139,2137,-64
7173,11076.532108693,2147,-62
7174,11076.547063271,2162,-62
7175,11076.562081738,2177,-63
7176,11076.582092541,2197,-63
7177,11076.602054938,2217,-64
7178,11076.612074176,2227,-64
7179,11076.617082253,2232,-64
7180,11076.627107304,2242,-64
7181,11076.647086008,2262,-64
7182,11076.657086059,2272,-64
7183,11076.667108436,2282,-61
7184,11076.677081327,2292,-62
7185,11076.697042129,2312,-63
7186,11076.707103549,2322,-64
7187,11076.737083539,2352,-62
7188,11076.747127674,2362,-63
7189,11076.752058796,2367,-64
7190,11076.762109413,2377,-64
7191,11076.782031121,2397,-64
7192,11076.792040483,2407,-64
7193,11076.797065020,2412,-64
7194,11076.802083333,2417,-64
7195,11076.807075257,2422,-64
7196,11076.812070524,2427,-62
7197,11076.817078858,2432,-63
7198,11076.822125308,2437,-64
7199,11076.827076594,2442,-64
7200,11076.832054732,2447,-64
7201,11076.837040174,2452,-64
7202,11076.842071604,2457,-64
7203,11076.847113220,2462,-64
7204,11076.852105144,2467,-64
7205,11076.857072222,2472,-64
7206,11076.862084670,2477,-62
7207,11076.867077109,2482,-62
7208,11076.872059156,2487,-63
7209,11076.877113837,2492,-64
7210,11076.882070318,2497,-64
7211,11076.887069187,2502,-64
7212,11076.892091820,2507,-64
7213,11076.897089403,2512,-64
7214,11076.902075360,2517,-64
7215,11076.907119804,2522,-64
7216,11076.912077057,2527,-62
7217,11076.917069907,2532,-63
7218,11076.922091872,2537,-63
7219,11076.927095627,2542,-63
7220,11076.932054218,2547,-64
7221,11076.937107716,2552,-64
7222,11076.942079475,2557,-64
7223,11076.947093930,2562,-64
7224,11076.952074176,2567,-64
7225,11076.957110853,2572,-64
7226,11076.961909002,2577,-61
7227,11076.972076646,2587,-61
7228,11077.001929938,2617,-61
7229,11077.037126903,2652,-61
7230,11077.041887551,2657,-58
7231,11077.047095936,2662,-58
7232,11077.051981069,2667,-58
7233,11077.057063580,2672,-58
7234,11077.067074794,2682,-58
7235,11077.081895318,2697,-58
7236,11077.121932253,2737,-58
7237,11077.132082613,2747,-58
7238,11077.162069238,2777,-58
7239,11077.172068878,2787,-55
7240,11077.182113477,2797,-55
7241,11077.192101491,2807,-55
7242,11077.201926234,2817,-52
7243,11077.212053806,2827,-52
7244,11077.241939506,2857,-52
7245,11077.282109927,2897,-52
7246,11077.292063991,2907,-49
7247,11077.302099948,2917,-49
7248,11077.312079475,2927,-49
7249,11077.321913580,2937,-49
7250,11077.361928137,2977,-49
7251,11077.372059619,2987,-49
7252,11077.401906018,3017,-49
7253,11077.407103086,3022,-49
7254,11077.417141255,3032,-46
7255,11077.427087551,3042,-46
7256,11077.437100205,3052,-43
7257,11077.441914763,3057,-43
7258,11077.452080144,3067,-43
7259,11077.481934567,3097,-43
7260,11077.521935082,3137,-43
7261,11077.527090432,3142,-43
7262,11077.531993364,3147,-40
7263,11077.537049279,3152,-40
7264,11077.547086728,3162,-40
7265,11077.557094238,3172,-40
7266,11077.561911728,3177,-37
7267,11077.572089711,3187,-37
7268,11077.582076697,3197,-37
7269,11077.592077314,3207,-37
7270,11077.602106327,3217,-37
7271,11077.642112654,3257,-37
7272,11077.647103960,3262,-34
7273,11077.652113786,3267,-35
7274,11077.657051954,3272,-35
7275,11077.662083487,3277,-36
7276,11077.667042181,3282,-36
7277,11077.672067849,3287,-34
7278,11077.677065534,3292,-35
7279,11077.682064814,3297,-36
7280,11077.687043055,3302,-37
7281,11077.697103189,3312,-38
7282,11077.702084259,3317,-39
7283,11077.707083127,3322,-40
7284,11077.712056018,3327,-41
7285,11077.722097222,3337,-42
7286,11077.727053806,3342,-42
7287,11077.732091975,3347,-42
7288,11077.737065586,3352,-42
7289,11077.747067798,3362,-42
7290,11077.757044547,3372,-43
7291,11077.762097788,3377,-43
7292,11077.771992489,3387,-43
7293,11077.782095781,3397,-43
7294,11077.787056995,3402,-43
7295,11077.792057870,3407,-43
7296,11077.797058179,3412,-43
7297,11077.802068209,3417,-44
7298,11077.807062191,3422,-44
7299,11077.812135596,3427,-45
7300,11077.817025051,3432,-46
7301,11077.822052211,3437,-43
7302,11077.827072633,3442,-43
7303,11077.832058590,3447,-43
7304,11077.837072582,3452,-43
7305,11077.842093775,3457,-43
7306,11077.847087345,3462,-43
7307,11077.852102417,3467,-43
7308,11077.881954372,3497,-43
7309,11077.921886882,3537,-43
7310,11077.932082253,3547,-43
7311,11077.937059670,3552,-40
7312,11077.942103189,3557,-40
7313,11077.947113580,3562,-40
7314,11077.952081275,3567,-40
7315,11077.957053189,3572,-40
7316,11077.962119290,3577,-37
7317,11077.967096810,3582,-37
7318,11077.997065432,3612,-37
7319,11078.002066872,3617,-37
7320,11078.007042695,3622,-37
7321,11078.012060288,3627,-34
7322,11078.017082253,3632,-34
7323,11078.022101388,3637,-34
7324,11078.027091769,3642,-34
7325,11078.037046656,3652,-35
7326,11078.042047993,3657,-35
7327,11078.077060288,3692,-36
7328,11078.082141872,3697,-33
7329,11078.087053240,3702,-33
7330,11078.092070524,3707,-34
7331,11078.097070730,3712,-34
7332,11078.102065432,3717,-34
7333,11078.107075771,3722,-34
7334,11078.112132973,3727,-32
7335,11078.117060802,3732,-32
7336,11078.122108436,3737,-33
7337,11078.127117489,3742,-34
7338,11078.157090072,3772,-34
7339,11078.162014248,3777,-31
7340,11078.167047530,3782,-31
7341,11078.172046244,3787,-31
7342,11078.177048302,3792,-31
7343,11078.182058641,3797,-31
7344,11078.187077674,3802,-31
7345,11078.192049639,3807,-31
7346,11078.201971965,3817,-31
7347,11078.241922839,3857,-31
7348,11078.252005761,3867,-31
7349,11078.281874948,3897,-31
7350,11078.302086831,3917,-31
7351,11078.321913271,3937,-28
7352,11078.362102263,3977,-28
7353,11078.367089197,3982,-26
7354,11078.382055555,3997,-27
7355,11078.401903652,4017,-27
7356,11078.442090020,4057,-27
7357,11078.447089043,4062,-24
7358,11078.462046862,4077,-24
7359,11078.481921553,4097,-24
7360,11078.522066718,4137,-24
7361,11078.527067541,4142,-22
7362,11078.537058693,4152,-22
7363,11078.542069187,4157,-23
7364,11078.547046399,4162,-23
7365,11078.562098045,4177,-23
7366,11078.567085133,4182,-20
7367,11078.577079629,4192,-20
7368,11078.602085699,4217,-20
7369,11078.607069907,4222,-17
7370,11078.622079320,4237,-18
7371,11078.627070576,4242,-18
7372,11078.641900874,4257,-19
7373,11078.682107458,4297,-19
7374,11078.707094084,4322,-16
7375,11078.712062500,4327,-17
7376,11078.722001491,4337,-17
7377,11078.762016049,4377,-17
7378,11078.767089660,4382,-17
7379,11078.776994393,4392,-17
7380,11078.787045781,4402,-17
7381,11078.801938528,4417,-17
7382,11078.832132047,4447,-17
7383,11078.842093004,4457,-14
7384,11078.852086008,4467,-11
7385,11078.881880967,4497,-11
7386,11078.912029783,4527,-11
7387,11078.922065637,4537,-8
7388,11078.927099022,4542,-9
7389,11078.932108899,4547,-10
7390,11078.937068878,4552,-10
7391,11078.961893878,4577,-10
7392,11078.997170781,4612,-10
7393,11079.002004732,4617,-7
7394,11079.007041049,4622,-7
7395,11079.012026594,4627,-7
7396,11079.017058024,4632,-7
7397,11079.022046707,4637,-7
7398,11079.027030349,4642,-7
7399,11079.041906841,4657,-7
7400,11079.072087860,4687,-7
7401,11079.082071965,4697,-4
7402,11079.087080915,4702,-5
7403,11079.092025462,4707,-5
7404,11079.097041100,4712,-6
7405,11079.121877572,4737,-6
7406,11079.162082767,4777,-6
7407,11079.167067232,4782,-3
7408,11079.172066820,4787,-4
7409,11079.177079732,4792,-5
7410,11079.182009825,4797,-6
7411,11079.187061008,4802,-6
7412,11079.201926080,4817,-6
7413,11079.252050154,4867,-6
7414,11079.257059156,4872,-6
7415,11079.262035339,4877,-7
7416,11079.267069393,4882,-7
7417,11079.272047067,4887,-8
7418,11079.281943055,4897,-9
7419,11079.322146862,4937,-9
7420,11079.342025874,4957,-6
7421,11079.361887294,4977,-3
7422,11079.392041563,5007,-3
7423,11079.402074845,5017,0
7424,11079.407059670,5022,-1
7425,11079.412101543,5027,-2
7426,11079.441926234,5057,-2
7427,11079.477028652,5092,-2
7428,11079.482060030,5097,-1
7429,11079.492166718,5107,-1
7430,11079.497004629,5112,-1
7431,11079.521890689,5137,-1
7432,11079.552069855,5167,-1
7433,11079.562070267,5177,-2
7434,11079.571979063,5187,-3
7435,11079.601925514,5217,-3
7436,11079.632029372,5247,-3
7437,11079.642014351,5257,-4
7438,11079.652100925,5267,-4
7439,11079.681893364,5297,-4
7440,11079.712173405,5327,-4
7441,11079.722016255,5337,-5
7442,11079.762031275,5377,-5
7443,11079.802013837,5417,-6
7444,11079.812004372,5427,-6
7445,11079.817124434,5432,-6
7446,11079.841920216,5457,-6
