index,dsp time,sfn,Adjustment value
23545,11280.952087808,1767,-23
23546,11280.967115020,1782,-24
23547,11280.972080504,1787,-22
23548,11280.992054783,1807,-23
23549,11280.997063837,1812,-23
23550,11281.007096399,1822,-24
23551,11281.012095730,1827,-24
23552,11281.022034516,1837,-24
23553,11281.037042232,1852,-24
23554,11281.047117746,1862,-25
23555,11281.057071141,1872,-26
23556,11281.062085339,1877,-27
23557,11281.067081069,1882,-27
23558,11281.082068261,1897,-25
23559,11281.087112757,1902,-25
23560,11281.107084876,1922,-26
23561,11281.122072170,1937,-26
23562,11281.127119753,1942,-23
23563,11281.137080864,1952,-23
23564,11281.142044393,1957,-24
23565,11281.162078292,1977,-24
23566,11281.167091049,1982,-24
23567,11281.177105195,1992,-21
23568,11281.182073713,1997,-22
23569,11281.197082818,2012,-22
23570,11281.207107767,2022,-22
23571,11281.217079732,2032,-23
23572,11281.227087397,2042,-20
23573,11281.232069187,2047,-21
23574,11281.242087705,2057,-21
23575,11281.247078703,2062,-21
23576,11281.267069238,2082,-22
23577,11281.272074228,2087,-19
23578,11281.287104835,2102,-19
23579,11281.292064300,2107,-19
23580,11281.302084567,2117,-20
23581,11281.327138580,2142,-20
23582,11281.347050205,2162,-17
23583,11281.362090226,2177,-17
23584,11281.372071913,2187,-17
23585,11281.377118775,2192,-14
23586,11281.382053395,2197,-15
23587,11281.387079629,2202,-15
23588,11281.397062139,2212,-16
23589,11281.402105349,2217,-17
23590,11281.417093055,2232,-17
23591,11281.422093827,2237,-15
23592,11281.447109259,2262,-15
23593,11281.452114866,2267,-16
23594,11281.462072067,2277,-16
23595,11281.472041358,2287,-16
23596,11281.487190895,2302,-16
23597,11281.527033024,2342,-16
23598,11281.532046553,2347,-16
23599,11281.537040380,2352,-16
23600,11281.547048611,2362,-16
23601,11281.552076851,2367,-16
23602,11281.562064969,2377,-16
23603,11281.587055401,2402,-16
23604,11281.592070061,2407,-16
23605,11281.602077777,2417,-16
23606,11281.607092901,2422,-16
23607,11281.617077674,2432,-17
23608,11281.622039711,2437,-15
23609,11281.632099845,2447,-15
23610,11281.637061625,2452,-16
23611,11281.647089866,2462,-16
23612,11281.657048765,2472,-17
23613,11281.667080349,2482,-18
23614,11281.672062602,2487,-18
23615,11281.682063786,2497,-16
23616,11281.692067798,2507,-16
23617,11281.697063786,2512,-17
23618,11281.707069341,2522,-18
23619,11281.712025771,2527,-19
23620,11281.722113374,2537,-20
23621,11281.732095164,2547,-20
23622,11281.747072839,2562,-20
23623,11281.752104166,2567,-20
23624,11281.767145267,2582,-21
23625,11281.772002057,2587,-18
23626,11281.807092181,2622,-18
23627,11281.822067232,2637,-18
23628,11281.847093364,2662,-18
23629,11281.852108539,2667,-19
23630,11281.857115740,2672,-20
23631,11281.867097633,2682,-21
23632,11281.872092952,2687,-18
23633,11281.887090792,2702,-19
23634,11281.892037962,2707,-20
23635,11281.907076234,2722,-20
23636,11281.912091358,2727,-20
23637,11281.922053240,2737,-21
23638,11281.927108590,2742,-21
23639,11281.937105349,2752,-22
23640,11281.952046913,2767,-23
23641,11281.962057253,2777,-24
23642,11281.967090534,2782,-24
23643,11281.982031121,2797,-21
23644,11282.002025874,2817,-21
23645,11282.011981378,2827,-21
23646,11282.017156584,2832,-21
23647,11282.027058693,2842,-21
23648,11282.037038065,2852,-21
23649,11282.042062345,2857,-21
23650,11282.072096244,2887,-21
23651,11282.077099228,2892,-21
23652,11282.082150823,2897,-22
23653,11282.092108281,2907,-22
23654,11282.097079423,2912,-23
23655,11282.107096810,2922,-24
23656,11282.112098765,2927,-24
23657,11282.117069495,2932,-25
23658,11282.127097890,2942,-22
23659,11282.142106275,2957,-23
23660,11282.162030606,2977,-23
23661,11282.172046090,2987,-23
23662,11282.177107304,2992,-23
23663,11282.187102314,3002,-23
23664,11282.192047685,3007,-23
23665,11282.212065792,3027,-23
23666,11282.232028497,3047,-23
23667,11282.237056172,3052,-23
23668,11282.247078343,3062,-23
23669,11282.252052314,3067,-24
23670,11282.267086162,3082,-25
23671,11282.272089300,3087,-23
23672,11282.287104989,3102,-23
23673,11282.297048302,3112,-24
23674,11282.302101028,3117,-24
23675,11282.317081532,3132,-24
23676,11282.327062602,3142,-21
23677,11282.337112500,3152,-22
23678,11282.342063631,3157,-23
23679,11282.347069650,3162,-23
23680,11282.362100977,3177,-24
23681,11282.367091152,3182,-24
23682,11282.382139043,3197,-22
23683,11282.407123251,3222,-22
23684,11282.417099228,3232,-22
23685,11282.442036471,3257,-22
23686,11282.447055144,3262,-22
23687,11282.457012705,3272,-22
23688,11282.477067695,3292,-22
23689,11282.497105967,3312,-24
23690,11282.502071553,3317,-25
23691,11282.512096347,3327,-25
23692,11282.527097376,3342,-26
23693,11282.542069032,3357,-27
23694,11282.552061882,3367,-27
23695,11282.557078960,3372,-27
23696,11282.567086316,3382,-27
23697,11282.577080092,3392,-25
23698,11282.592041666,3407,-25
23699,11282.597124588,3412,-25
23700,11282.632027469,3447,-25
23701,11282.642025668,3457,-22
23702,11282.652035751,3467,-22
23703,11282.657061471,3472,-22
23704,11282.667035545,3482,-22
23705,11282.682104526,3497,-22
23706,11282.692082253,3507,-22
23707,11282.702057047,3517,-22
23708,11282.712088425,3527,-22
23709,11282.722115123,3537,-22
23710,11282.727089557,3542,-23
23711,11282.737097942,3552,-21
23712,11282.747100205,3562,-22
23713,11282.752081738,3567,-23
23714,11282.767077674,3582,-23
23715,11282.772090380,3587,-24
23716,11282.787077674,3602,-24
23717,11282.797087088,3612,-24
23718,11282.812045370,3627,-25
23719,11282.817083847,3632,-25
23720,11282.842065226,3657,-26
23721,11282.867060853,3682,-26
23722,11282.872101286,3687,-26
23723,11282.882055401,3697,-26
23724,11282.892095627,3707,-23
23725,11282.897091100,3712,-24
23726,11282.907076646,3722,-24
23727,11282.917069238,3732,-25
23728,11282.922083899,3737,-26
23729,11282.927105504,3742,-26
23730,11282.937090843,3752,-24
23731,11282.947090843,3762,-25
23732,11282.967093209,3782,-25
23733,11282.977096604,3792,-26
23734,11282.987069032,3802,-24
23735,11283.002096296,3817,-25
23736,11283.007074279,3822,-25
23737,11283.017077726,3832,-25
23738,11283.027114506,3842,-25
23739,11283.032155812,3847,-23
23740,11283.042028652,3857,-24
23741,11283.052072119,3867,-24
23742,11283.067107355,3882,-24
23743,11283.087177314,3902,-24
23744,11283.107038528,3922,-21
23745,11283.117028497,3932,-21
23746,11283.127071039,3942,-21
23747,11283.137103343,3952,-18
23748,11283.142072325,3957,-19
23749,11283.162067232,3977,-19
23750,11283.172090895,3987,-20
23751,11283.182061831,3997,-21
23752,11283.192140689,4007,-21
23753,11283.202060133,4017,-22
23754,11283.207127006,4022,-22
23755,11283.227120113,4042,-23
23756,11283.232085493,4047,-21
23757,11283.237078652,4052,-21
23758,11283.247104886,4062,-21
23759,11283.262133796,4077,-22
23760,11283.277089197,4092,-22
23761,11283.292065689,4107,-20
23762,11283.297069547,4112,-20
23763,11283.302028137,4117,-20
23764,11283.327090380,4142,-20
23765,11283.337077057,4152,-20
23766,11283.347130298,4162,-17
23767,11283.352057150,4167,-17
23768,11283.357090432,4172,-17
23769,11283.367118004,4182,-18
23770,11283.382066255,4197,-18
23771,11283.402065277,4217,-18
23772,11283.407100771,4222,-18
23773,11283.422113786,4237,-19
23774,11283.432053137,4247,-19
23775,11283.447092078,4262,-20
23776,11283.457075617,4272,-21
23777,11283.472065123,4287,-22
23778,11283.482029372,4297,-23
23779,11283.497092541,4312,-24
23780,11283.502083281,4317,-25
23781,11283.507109259,4322,-25
23782,11283.517094135,4332,-26
23783,11283.522061213,4337,-27
23784,11283.532038580,4347,-27
23785,11283.542053755,4357,-27
23786,11283.567125205,4382,-27
23787,11283.577068672,4392,-27
23788,11283.587112345,4402,-25
23789,11283.592097067,4407,-25
23790,11283.597016769,4412,-25
23791,11283.607090380,4422,-25
23792,11283.612101800,4427,-25
23793,11283.622114917,4437,-26
23794,11283.637083076,4452,-26
23795,11283.657068621,4472,-26
23796,11283.667097170,4482,-26
23797,11283.672076388,4487,-27
23798,11283.677079012,4492,-27
23799,11283.697095010,4512,-25
23800,11283.707081944,4522,-26
23801,11283.717083024,4532,-27
23802,11283.727136574,4542,-28
23803,11283.737043621,4552,-26
23804,11283.742111162,4557,-27
23805,11283.752025823,4567,-27
23806,11283.767165843,4582,-28
23807,11283.772109722,4587,-28
23808,11283.777094650,4592,-28
23809,11283.787166409,4602,-28
23810,11283.796995010,4612,-25
23811,11283.817072839,4632,-25
23812,11283.837066100,4652,-25
23813,11283.847039814,4662,-22
23814,11283.857071450,4672,-22
23815,11283.862055452,4677,-22
23816,11283.882046296,4697,-22
23817,11283.887137860,4702,-19
23818,11283.897054578,4712,-20
23819,11283.907082047,4722,-21
23820,11283.912060390,4727,-22
23821,11283.927096604,4742,-23
23822,11283.937111625,4752,-21
23823,11283.942069701,4757,-22
23824,11283.947086728,4762,-23
23825,11283.957081584,4772,-24
23826,11283.967086831,4782,-24
23827,11283.972075720,4787,-25
23828,11283.977110133,4792,-26
23829,11283.987130709,4802,-24
23830,11283.992100823,4807,-25
23831,11283.997079166,4812,-26
23832,11284.007078909,4822,-27
23833,11284.017072067,4832,-27
23834,11284.032017129,4847,-27
23835,11284.067129166,4882,-24
23836,11284.072061471,4887,-24
23837,11284.092083333,4907,-24
23838,11284.097050154,4912,-21
23839,11284.117096296,4932,-21
23840,11284.122126388,4937,-21
23841,11284.127110133,4942,-22
23842,11284.137083899,4952,-23
23843,11284.142067181,4957,-21
23844,11284.152087397,4967,-21
23845,11284.157086316,4972,-22
23846,11284.162075823,4977,-23
23847,11284.171976080,4987,-23
23848,11284.187203600,5002,-23
23849,11284.192014814,5007,-20
23850,11284.207111316,5022,-20
23851,11284.222138528,5037,-20
23852,11284.227152932,5042,-20
23853,11284.232032150,5047,-20
23854,11284.242038631,5057,-20
23855,11284.247039557,5062,-17
23856,11284.252026234,5067,-17
23857,11284.281931584,5097,-17
23858,11284.302051183,5117,-17
23859,11284.321904269,5137,-14
23860,11284.352043158,5167,-14
23861,11284.362078497,5177,-11
23862,11284.367103549,5182,-12
23863,11284.377065483,5192,-13
23864,11284.382041358,5197,-13
23865,11284.387076697,5202,-13
23866,11284.392050771,5207,-14
23867,11284.397060853,5212,-14
23868,11284.402037654,5217,-11
23869,11284.407099022,5222,-11
23870,11284.417081944,5232,-11
23871,11284.422074074,5237,-11
23872,11284.427071193,5242,-12
23873,11284.432061162,5247,-13
23874,11284.447092644,5262,-14
23875,11284.467067592,5282,-14
23876,11284.477149948,5292,-15
23877,11284.487095730,5302,-17
23878,11284.492051697,5307,-17
23879,11284.502029423,5317,-17
23880,11284.517152057,5332,-14
23881,11284.527148508,5342,-14
23882,11284.537155452,5352,-14
23883,11284.562016615,5377,-14
23884,11284.587119084,5402,-11
23885,11284.597096759,5412,-11
23886,11284.617065123,5432,-13
23887,11284.622038065,5437,-14
23888,11284.632086265,5447,-14
23889,11284.637090432,5452,-15
23890,11284.647095936,5462,-16
23891,11284.657094958,5472,-17
23892,11284.682034310,5497,-15
23893,11284.702030041,5517,-15
23894,11284.727167026,5542,-15
23895,11284.732036059,5547,-15
23896,11284.762082098,5577,-15
23897,11284.767079681,5582,-15
23898,11284.772065072,5587,-15
23899,11284.782102829,5597,-15
23900,11284.787103189,5602,-16
23901,11284.797110030,5612,-17
23902,11284.807095370,5622,-17
23903,11284.812066306,5627,-15
23904,11284.817058744,5632,-15
23905,11284.827068878,5642,-16
23906,11284.832051543,5647,-16
23907,11284.837052777,5652,-16
23908,11284.852120318,5667,-16
23909,11284.872056893,5687,-16
23910,11284.887122376,5702,-13
23911,11284.892033487,5707,-13
23912,11284.902034310,5717,-13
23913,11284.917040380,5732,-13
23914,11284.927095987,5742,-14
23915,11284.932076131,5747,-15
23916,11284.937108436,5752,-16
23917,11284.947083693,5762,-17
23918,11284.957132664,5772,-18
23919,11284.962079732,5777,-15
23920,11284.967079012,5782,-15
23921,11284.977112139,5792,-16
23922,11284.982038323,5797,-16
23923,11284.997076903,5812,-16
23924,11285.002097530,5817,-16
23925,11285.007119032,5822,-16
23926,11285.027129526,5842,-17
23927,11285.032060545,5847,-17
23928,11285.047195061,5862,-17
23929,11285.067155504,5882,-17
23930,11285.077014403,5892,-14
23931,11285.107021553,5922,-14
23932,11285.112045730,5927,-14
23933,11285.117118775,5932,-11
23934,11285.127084567,5942,-11
23935,11285.137087808,5952,-12
23936,11285.152077983,5967,-12
23937,11285.162059619,5977,-13
23938,11285.172068672,5987,-10
23939,11285.187094650,6002,-11
23940,11285.207082304,6022,-12
23941,11285.212083384,6027,-10
23942,11285.222063837,6037,-10
23943,11285.237099279,6052,-10
23944,11285.242090792,6057,-11
23945,11285.252044238,6067,-12
23946,11285.262071604,6077,-13
23947,11285.272057047,6087,-14
23948,11285.277118569,6092,-14
23949,11285.287188528,6102,-15
23950,11285.297145524,6112,-15
23951,11285.302067489,6117,-15
23952,11285.322128292,6137,-15
23953,11285.372008384,6187,-15
23954,11285.377016563,6192,-15
23955,11285.382064403,6197,-15
23956,11285.387068518,6202,-15
23957,11285.392108230,6207,-15
23958,11285.397079629,6212,-16
23959,11285.402066923,6217,-17
23960,11285.407071604,6222,-17
23961,11285.442064557,6257,-18
23962,11285.452068775,6267,-19
23963,11285.462033384,6277,-19
23964,11285.467100668,6282,-16
23965,11285.477032973,6292,-17
23966,11285.482076594,6297,-18
23967,11285.487177674,6302,-18
23968,11285.502121193,6317,-19
23969,11285.527056635,6342,-19
23970,11285.532051388,6347,-19
23971,11285.542107613,6357,-20
23972,11285.547066769,6362,-20
23973,11285.552048353,6367,-20
23974,11285.557039814,6372,-20
23975,11285.562092541,6377,-18
23976,11285.567097736,6382,-18
23977,11285.612041409,6427,-19
23978,11285.632057047,6447,-19
23979,11285.647091615,6462,-20
23980,11285.652043775,6467,-20
23981,11285.667092026,6482,-21
23982,11285.692111779,6507,-18
23983,11285.712083076,6527,-18
23984,11285.717076388,6532,-19
23985,11285.722102469,6537,-17
23986,11285.732115174,6547,-18
23987,11285.747098199,6562,-19
23988,11285.752090637,6567,-20
23989,11285.762057150,6577,-21
23990,11285.767068672,6582,-21
23991,11285.772094753,6587,-19
23992,11285.777085905,6592,-20
23993,11285.787081841,6602,-21
23994,11285.812186882,6627,-21
23995,11285.822040072,6637,-21
23996,11285.847070113,6662,-18
23997,11285.852111265,6667,-18
23998,11285.867034927,6682,-18
23999,11285.877012191,6692,-15
24000,11285.902095318,6717,-15
24001,11285.912042849,6727,-15
24002,11285.917088528,6732,-16
24003,11285.927082355,6742,-13
24004,11285.932107818,6747,-14
24005,11285.942067746,6757,-15
24006,11285.952063323,6767,-15
24007,11285.957087602,6772,-15
24008,11285.967095370,6782,-16
24009,11285.977054578,6792,-14
24010,11285.987106224,6802,-15
24011,11285.997068364,6812,-16
24012,11286.007073148,6822,-17
24013,11286.012065329,6827,-17
24014,11286.022092386,6837,-18
24015,11286.037081790,6852,-18
24016,11286.057044032,6872,-18
24017,11286.062072942,6877,-18
24018,11286.082065895,6897,-18
24019,11286.092032664,6907,-18
24020,11286.097055195,6912,-18
24021,11286.112071502,6927,-18
24022,11286.117055967,6932,-18
24023,11286.137072479,6952,-16
24024,11286.147083076,6962,-16
24025,11286.167114043,6982,-16
24026,11286.172105967,6987,-13
24027,11286.182064763,6997,-14
24028,11286.197103703,7012,-14
24029,11286.202088271,7017,-15
24030,11286.217069650,7032,-16
24031,11286.222124228,7037,-14
24032,11286.232085185,7047,-14
24033,11286.242059516,7057,-15
24034,11286.252023662,7067,-15
24035,11286.257066563,7072,-15
24036,11286.267139557,7082,-16
24037,11286.277046553,7092,-14
24038,11286.322034876,7137,-14
24039,11286.327075617,7142,-11
24040,11286.347079835,7162,-11
24041,11286.352063991,7167,-11
24042,11286.357108179,7172,-12
24043,11286.367063477,7182,-14
24044,11286.377087911,7192,-12
24045,11286.382100205,7197,-13
24046,11286.387117078,7202,-13
24047,11286.397084567,7212,-14
24048,11286.402074742,7217,-15
24049,11286.412094958,7227,-16
24050,11286.417108076,7232,-17
24051,11286.427091049,7242,-17
24052,11286.437077983,7252,-18
24053,11286.442061882,7257,-19
24054,11286.452040637,7267,-19
24055,11286.492080298,7307,-19
24056,11286.502074074,7317,-19
24057,11286.507008024,7322,-19
24058,11286.517007098,7332,-19
24059,11286.522073765,7337,-19
24060,11286.532040432,7347,-19
24061,11286.537057150,7352,-19
24062,11286.547077983,7362,-19
24063,11286.552056481,7367,-20
24064,11286.557058950,7372,-20
24065,11286.577119855,7392,-20
24066,11286.587131893,7402,-18
24067,11286.592061213,7407,-18
24068,11286.607106327,7422,-19
24069,11286.612087808,7427,-19
24070,11286.627106121,7442,-19
24071,11286.637108641,7452,-16
24072,11286.642088734,7457,-17
24073,11286.652112088,7467,-18
24074,11286.662055195,7477,-19
24075,11286.677068621,7492,-19
24076,11286.692063991,7507,-16
24077,11286.702079732,7517,-16
24078,11286.707081069,7522,-16
24079,11286.717119290,7532,-16
24080,11286.732105709,7547,-16
24081,11286.742056841,7557,-16
24082,11286.747019907,7562,-13
24083,11286.762070216,7577,-13
24084,11286.772077520,7587,-14
24085,11286.782061471,7597,-15
24086,11286.787114866,7602,-15
24087,11286.797088991,7612,-16
24088,11286.807067078,7622,-16
24089,11286.817059362,7632,-17
24090,11286.822083847,7637,-18
24091,11286.827088220,7642,-19
24092,11286.832101337,7647,-17
24093,11286.837112191,7652,-18
24094,11286.857104063,7672,-19
24095,11286.872061779,7687,-19
24096,11286.877092489,7692,-19
24097,11286.892088014,7707,-19
24098,11286.912056018,7727,-19
24099,11286.947120370,7762,-19
24100,11286.967085390,7782,-19
24101,11286.977074176,7792,-19
24102,11286.982070679,7797,-20
24103,11287.002099331,7817,-20
24104,11287.007099948,7822,-20
24105,11287.017099125,7832,-21
24106,11287.022069753,7837,-22
24107,11287.032104989,7847,-22
24108,11287.037132201,7852,-23
24109,11287.047092489,7862,-21
24110,11287.062115946,7877,-21
24111,11287.072049691,7887,-21
24112,11287.087094341,7902,-21
24113,11287.132055041,7947,-18
24114,11287.152055401,7967,-18
24115,11287.172078652,7987,-19
24116,11287.182091255,7997,-20
24117,11287.192129115,8007,-21
24118,11287.197113734,8012,-21
24119,11287.207072222,8022,-22
24120,11287.217075000,8032,-20
24121,11287.227100360,8042,-20
24122,11287.237098251,8052,-20
24123,11287.247071553,8062,-21
24124,11287.252060390,8067,-22
24125,11287.262047685,8077,-22
24126,11287.272062654,8087,-22
24127,11287.277042644,8092,-23
24128,11287.287087551,8102,-23
24129,11287.292050565,8107,-23
24130,11287.317098199,8132,-23
24131,11287.332094341,8147,-24
24132,11287.342059156,8157,-24
24133,11287.347085288,8162,-24
24134,11287.357049691,8172,-25
24135,11287.367059413,8182,-22
24136,11287.387081481,8202,-22
24137,11287.397078137,8212,-22
24138,11287.402080041,8217,-22
24139,11287.412045267,8227,-23
24140,11287.422072530,8237,-21
24141,11287.427100874,8242,-21
24142,11287.437094238,8252,-21
24143,11287.442074948,8257,-21
24144,11287.452085648,8267,-22
24145,11287.462091512,8277,-23
24146,11287.467064094,8282,-20
24147,11287.477072016,8292,-21
24148,11287.492099794,8307,-22
24149,11287.502068055,8317,-23
24150,11287.507098045,8322,-23
24151,11287.512107561,8327,-21
24152,11287.517070884,8332,-22
24153,11287.532044855,8347,-23
24154,11287.537099331,8352,-23
24155,11287.557053446,8372,-23
24156,11287.572038271,8387,-20
24157,11287.582122016,8397,-20
24158,11287.587139351,8402,-20
24159,11287.607147427,8422,-20
24160,11287.612028549,8427,-20
24161,11287.622040432,8437,-20
24162,11287.637061522,8452,-17
24163,11287.642074897,8457,-18
24164,11287.652051646,8467,-18
24165,11287.667079218,8482,-19
24166,11287.672078652,8487,-20
24167,11287.677096090,8492,-21
24168,11287.687106172,8502,-21
24169,11287.697112911,8512,-22
24170,11287.702090380,8517,-23
24171,11287.712056172,8527,-23
24172,11287.722085082,8537,-21
24173,11287.737167438,8552,-22
24174,11287.747198302,8562,-22
24175,11287.762134927,8577,-22
24176,11287.771991049,8587,-19
24177,11287.782114660,8597,-19
24178,11287.787132973,8602,-19
24179,11287.797093158,8612,-19
24180,11287.807037860,8622,-19
24181,11287.822081738,8637,-16
24182,11287.827029063,8642,-16
24183,11287.832033796,8647,-16
24184,11287.847083847,8662,-16
24185,11287.857112242,8672,-17
24186,11287.862043106,8677,-15
24187,11287.867132150,8682,-15
24188,11287.872057253,8687,-16
24189,11287.877069804,8692,-16
24190,11287.902085648,8717,-17
24191,11287.907136265,8722,-17
24192,11287.917069135,8732,-15
24193,11287.922086162,8737,-15
24194,11287.932072736,8747,-16
24195,11287.942063580,8757,-16
24196,11287.957122273,8772,-16
24197,11287.967160339,8782,-13
24198,11287.982027932,8797,-13
24199,11287.992033384,8807,-13
24200,11288.022050565,8837,-13
24201,11288.037037345,8852,-13
24202,11288.042046090,8857,-13
24203,11288.052089300,8867,-13
24204,11288.062094187,8877,-14
24205,11288.067103549,8882,-14
24206,11288.077082098,8892,-15
24207,11288.087113271,8902,-16
24208,11288.102047582,8917,-17
24209,11288.107080246,8922,-17
24210,11288.117114763,8932,-14
24211,11288.127065072,8942,-15
24212,11288.142064146,8957,-16
24213,11288.152059876,8967,-16
24214,11288.157046039,8972,-16
24215,11288.162012654,8977,-16
24216,11288.177130298,8992,-13
24217,11288.202083693,9017,-13
24218,11288.212153909,9027,-13
24219,11288.222011316,9037,-10
24220,11288.227034927,9042,-10
24221,11288.237053549,9052,-10
24222,11288.247121965,9062,-10
24223,11288.257068312,9072,-10
24224,11288.262093724,9077,-10
24225,11288.282086162,9097,-7
24226,11288.292132664,9107,-8
24227,11288.297053549,9112,-9
24228,11288.307079320,9122,-9
24229,11288.312044753,9127,-7
24230,11288.317071913,9132,-8
24231,11288.327062911,9142,-9
24232,11288.337082355,9152,-9
24233,11288.352072376,9167,-10
24234,11288.387210802,9202,-10
24235,11288.412017746,9227,-10
24236,11288.422072788,9237,-10
24237,11288.437010648,9252,-10
24238,11288.447049845,9262,-7
24239,11288.467107716,9282,-7
24240,11288.472104475,9287,-8
24241,11288.477073302,9292,-8
24242,11288.487072839,9302,-9
24243,11288.497101388,9312,-7
24244,11288.502097685,9317,-8
24245,11288.517087654,9332,-8
24246,11288.522083641,9337,-9
24247,11288.527079732,9342,-10
24248,11288.537079012,9352,-10
24249,11288.542090946,9357,-7
24250,11288.547090072,9362,-7
24251,11288.552047273,9367,-7
24252,11288.567035956,9382,-7
24253,11288.587108384,9402,-7
24254,11288.592039917,9407,-7
24255,11288.607081738,9422,-4
24256,11288.617125205,9432,-4
24257,11288.632139917,9447,-4
24258,11288.647066666,9462,-4
24259,11288.657055864,9472,-4
24260,11288.662082818,9477,-4
24261,11288.672055915,9487,-4
24262,11288.677095833,9492,-4
24263,11288.687084670,9502,-5
24264,11288.697060493,9512,-2
24265,11288.702054938,9517,-3
24266,11288.707130452,9522,-3
24267,11288.712083436,9527,-4
24268,11288.722107664,9537,-5
24269,11288.737133281,9552,-5
24270,11288.742056738,9557,-5
24271,11288.747157973,9562,-4
24272,11288.762117489,9577,-4
24273,11288.772213014,9587,-4
24274,11288.782076234,9597,-4
24275,11288.787144598,9602,-4
24276,11288.807021347,9622,-4
24277,11288.827091306,9642,-4
24278,11288.837098045,9652,-5
24279,11288.847059362,9662,-6
24280,11288.857077829,9672,-7
24281,11288.862117644,9677,-8
24282,11288.892108641,9707,-8
24283,11288.897085236,9712,-9
24284,11288.907123611,9722,-10
24285,11288.912069701,9727,-11
24286,11288.922076234,9737,-12
24287,11288.932091923,9747,-12
24288,11288.942059979,9757,-13
24289,11288.947051697,9762,-13
24290,11288.957099845,9772,-13
24291,11288.962098919,9777,-14
24292,11288.967049691,9782,-14
24293,11288.972067849,9787,-15
24294,11288.997058847,9812,-15
24295,11289.002077520,9817,-15
24296,11289.017068878,9832,-15
24297,11289.022135082,9837,-15
24298,11289.027115072,9842,-15
24299,11289.047069495,9862,-15
24300,11289.052105812,9867,-16
24301,11289.062054835,9877,-17
24302,11289.077085853,9892,-17
24303,11289.082120370,9897,-18
24304,11289.092051954,9907,-18
24305,11289.107094393,9922,-19
24306,11289.112085751,9927,-20
24307,11289.127084619,9942,-21
24308,11289.137107510,9952,-22
24309,11289.152085648,9967,-19
24310,11289.157106121,9972,-20
24311,11289.172114043,9987,-21
24312,11289.182047530,9997,-22
24313,11289.187113528,10002,-22
24314,11289.202124382,10017,-22
24315,11289.212032716,10027,-22
24316,11289.222065123,10037,-23
24317,11289.237079115,10052,-23
24318,11289.247111368,10062,-20
24319,11289.262032870,10077,-20
24320,11289.267076080,10082,-20
24321,11289.282043055,10097,-21
24322,11289.287086779,10102,-21
24323,11289.297086574,10112,-19
24324,11289.312072788,10127,-20
24325,11289.322106790,10137,-21
24326,11289.327107407,10142,-21
24327,11289.332082407,10147,-22
24328,11289.342116512,10157,-22
24329,11289.347107973,10162,-22
24330,11289.357105967,10172,-23
24331,11289.362083436,10177,-23
24332,11289.367104063,10182,-23
24333,11289.377110802,10192,-23
24334,11289.387073919,10202,-24
24335,11289.412110442,10227,-24
24336,11289.432047993,7,-24
24337,11289.437036265,12,-24
24338,11289.447035082,22,-21
24339,11289.457091152,32,-21
24340,11289.477054629,52,-22
24341,11289.482055041,57,-22
24342,11289.492090277,67,-22
24343,11289.507100874,82,-23
24344,11289.517066100,92,-24
24345,11289.537114506,112,-24
24346,11289.542046039,117,-22
24347,11289.547077211,122,-22
24348,11289.552072788,127,-23
24349,11289.557069547,132,-23
24350,11289.562068467,137,-24
24351,11289.567100565,142,-24
24352,11289.577091563,152,-24
24353,11289.602080195,177,-24
24354,11289.607081378,182,-21
24355,11289.617071244,192,-22
24356,11289.632032510,207,-23
24357,11289.642106224,217,-24
24358,11289.652117695,227,-21
24359,11289.662087139,237,-22
24360,11289.672079423,247,-22
24361,11289.682122839,257,-23
24362,11289.697142232,272,-23
24363,11289.727058899,302,-23
24364,11289.752059362,327,-23
24365,11289.757040277,332,-23
24366,11289.767054218,342,-23
24367,11289.777088580,352,-24
24368,11289.782076491,357,-25
24369,11289.787062037,362,-25
24370,11289.792069598,367,-23
24371,11289.797080812,372,-24
24372,11289.802120216,377,-25
24373,11289.807106790,382,-25
24374,11289.817064146,392,-26
24375,11289.822076234,397,-27
24376,11289.827099897,402,-27
24377,11289.842067644,417,-28
24378,11289.862068775,437,-25
24379,11289.887052880,462,-25
24380,11289.897130041,472,-26
24381,11289.907118415,482,-23
24382,11289.912045318,487,-23
24383,11289.922068055,497,-23
24384,11289.932046502,507,-23
24385,11289.952067798,527,-23
24386,11289.962048508,537,-23
24387,11289.967032767,542,-23
24388,11289.977075102,552,-23
24389,11289.987075102,562,-23
24390,11289.997057098,572,-21
24391,11290.002089403,577,-22
24392,11290.017089917,592,-23
24393,11290.027077520,602,-24
24394,11290.032082921,607,-25
24395,11290.042078395,617,-26
24396,11290.057065432,632,-26
24397,11290.067081327,642,-27
24398,11290.077070833,652,-27
24399,11290.082046862,657,-27
24400,11290.087083384,662,-27
24401,11290.097091100,672,-25
24402,11290.112086574,687,-25
24403,11290.132077983,707,-25
24404,11290.142103137,717,-25
24405,11290.162080349,737,-25
24406,11290.172157047,747,-25
24407,11290.187055298,762,-26
24408,11290.192035751,767,-23
24409,11290.202047016,777,-24
24410,11290.207092541,782,-24
24411,11290.217067438,792,-25
24412,11290.232055246,807,-25
24413,11290.247085699,822,-26
24414,11290.252140072,827,-27
24415,11290.262081841,837,-28
24416,11290.277097119,852,-28
24417,11290.287085493,862,-29
24418,11290.302107510,877,-26
24419,11290.307098919,882,-26
24420,11290.312125771,887,-27
24421,11290.337116975,912,-28
24422,11290.347114969,922,-29
24423,11290.352038271,927,-26
