index,dsp time,sfn,TX PWR value
9698,11109.562101954,4457,-147
9699,11109.567095318,4462,-148
9700,11109.572015946,4467,-149
9701,11109.577108693,4472,-150
9702,11109.582070267,4477,-151
9703,11109.587070781,4482,-149
9704,11109.592097119,4487,-150
9705,11109.597067232,4492,-151
9706,11109.602035030,4497,-152
9707,11109.607118467,4502,-153
9708,11109.612088683,4507,-154
9709,11109.617053137,4512,-153
9710,11109.622073559,4517,-153
9711,11109.627097530,4522,-153
9712,11109.632072325,4527,-153
9713,11109.637056687,4532,-151
9714,11109.642099537,4537,-151
9715,11109.647113940,4542,-152
9716,11109.652097530,4547,-153
9717,11109.657100308,4552,-153
9718,11109.662052469,4557,-153
9719,11109.667115740,4562,-153
9720,11109.672044855,4567,-153
9721,11109.677086676,4572,-153
9722,11109.682078600,4577,-153
9723,11109.687112705,4582,-151
9724,11109.692039660,4587,-153
9725,11109.697038117,4592,-153
9726,11109.702047993,4597,-153
9727,11109.707048096,4602,-153
9728,11109.712057664,4607,-153
9729,11109.717051183,4612,-153
9730,11109.721895164,4617,-154
9731,11109.727072839,4622,-153
9732,11109.732038683,4627,-154
9733,11109.761907047,4657,-154
9734,11109.772065792,4667,-154
9735,11109.801932304,4697,-154
9736,11109.812047839,4707,-151
9737,11109.822071862,4717,-151
9738,11109.832044650,4727,-151
9739,11109.842026646,4737,-150
9740,11109.852083539,4747,-151
9741,11109.881938940,4777,-151
9742,11109.921886265,4817,-151
9743,11109.932041049,4827,-151
9744,11109.937063528,4832,-152
9745,11109.947072325,4842,-152
9746,11109.957065432,4852,-149
9747,11109.961903395,4857,-149
9748,11109.967069135,4862,-149
9749,11110.001922685,4897,-149
9750,11110.012073971,4907,-149
9751,11110.041936162,4937,-149
9752,11110.057116615,4952,-146
9753,11110.067055915,4962,-146
9754,11110.077062808,4972,-145
9755,11110.081920113,4977,-146
9756,11110.087110545,4982,-143
9757,11110.092049382,4987,-143
9758,11110.102066615,4997,-142
9759,11110.112078034,5007,-142
9760,11110.121930812,5017,-143
9761,11110.161892181,5057,-143
9762,11110.172004269,5067,-143
9763,11110.197066563,5092,-140
9764,11110.201923148,5097,-140
9765,11110.207091975,5102,-140
9766,11110.217100668,5112,-140
9767,11110.227056738,5122,-140
9768,11110.241904269,5137,-140
9769,11110.252033127,5147,-140
9770,11110.281920421,5177,-140
9771,11110.317091820,5212,-137
9772,11110.321893878,5217,-137
9773,11110.327110699,5222,-137
9774,11110.332048713,5227,-137
9775,11110.337055761,5232,-137
9776,11110.347062294,5242,-137
9777,11110.361925565,5257,-137
9778,11110.401916100,5297,-137
9779,11110.412027263,5307,-137
9780,11110.442053343,5337,-133
9781,11110.452032973,5347,-134
9782,11110.462076234,5357,-134
9783,11110.472044958,5367,-131
9784,11110.481917438,5377,-131
9785,11110.492073868,5387,-131
9786,11110.521912294,5417,-131
9787,11110.562031430,5457,-127
9788,11110.572088374,5467,-128
9789,11110.582094341,5477,-128
9790,11110.592047427,5487,-128
9791,11110.601922993,5497,-128
9792,11110.641901337,5537,-128
9793,11110.652059465,5547,-128
9794,11110.681901954,5577,-128
9795,11110.687058127,5582,-124
9796,11110.697059670,5592,-124
9797,11110.707095318,5602,-121
9798,11110.721913837,5617,-122
9799,11110.742061419,5637,-122
9800,11110.752127777,5647,-122
9801,11110.762080761,5657,-118
9802,11110.792070679,5687,-119
9803,11110.802033950,5697,-118
9804,11110.812088991,5707,-119
9805,11110.841945113,5737,-119
9806,11110.862085956,5757,-116
9807,11110.882078960,5777,-115
9808,11110.887095421,5782,-116
9809,11110.892074228,5787,-117
9810,11110.921888477,5817,-117
9811,11110.952054938,5847,-114
9812,11110.962075360,5857,-114
9813,11110.967092849,5862,-115
9814,11110.972084207,5867,-117
9815,11111.001944032,5897,-117
9816,11111.042020473,5937,-113
9817,11111.052046707,5947,-114
9818,11111.077021656,5972,-113
9819,11111.082113374,5977,-113
9820,11111.087056584,5982,-114
9821,11111.097070679,5992,-112
9822,11111.102040997,5997,-112
9823,11111.122097736,6017,-112
9824,11111.132031893,6027,-113
9825,11111.152072479,6047,-113
9826,11111.162091718,6057,-114
9827,11111.172052109,6067,-114
9828,11111.202071244,6097,-114
9829,11111.207084773,6102,-115
9830,11111.212084773,6107,-116
9831,11111.227054886,6122,-116
9832,11111.247092901,6142,-114
9833,11111.257075720,6152,-115
9834,11111.272057561,6167,-116
9835,11111.277067489,6172,-117
9836,11111.302094598,6197,-117
9837,11111.322098302,6217,-117
9838,11111.327072582,6222,-117
9839,11111.337072119,6232,-118
9840,11111.357049074,6252,-119
9841,11111.362079526,6257,-120
9842,11111.372077417,6267,-122
9843,11111.412054269,6307,-122
9844,11111.432068209,6327,-123
9845,11111.462082098,6357,-123
9846,11111.472065174,6367,-124
9847,11111.482094753,6377,-125
9848,11111.492048045,6387,-126
9849,11111.502085185,6397,-126
9850,11111.522025514,6417,-126
9851,11111.532061985,6427,-128
9852,11111.542071862,6437,-127
9853,11111.562061779,6457,-127
9854,11111.572101234,6467,-128
9855,11111.582039506,6477,-129
9856,11111.602058384,6497,-130
9857,11111.612021347,6507,-132
9858,11111.622084825,6517,-132
9859,11111.642081018,6537,-132
9860,11111.652062602,6547,-133
9861,11111.672092386,6567,-134
9862,11111.682089454,6577,-135
9863,11111.692093055,6587,-136
9864,11111.712120936,6607,-136
9865,11111.722075154,6617,-136
9866,11111.732076028,6627,-136
9867,11111.752083744,6647,-137
9868,11111.762100668,6657,-137
9869,11111.772107716,6667,-139
9870,11111.792068261,6687,-139
9871,11111.812062242,6707,-140
9872,11111.822011419,6717,-140
9873,11111.832105709,6727,-140
9874,11111.852057613,6747,-141
9875,11111.862124742,6757,-140
9876,11111.872100925,6767,-141
9877,11111.892088528,6787,-142
9878,11111.902078343,6797,-142
9879,11111.942036008,6837,-142
9880,11111.972035390,6867,-142
9881,11111.982078549,6877,-142
9882,11111.992088374,6887,-142
9883,11112.012122633,6907,-143
9884,11112.017060905,6912,-143
9885,11112.022044547,6917,-144
9886,11112.027096553,6922,-145
9887,11112.032067695,6927,-146
9888,11112.037055915,6932,-147
9889,11112.042056790,6937,-148
9890,11112.047092592,6942,-149
9891,11112.052048251,6947,-150
9892,11112.057037654,6952,-148
9893,11112.062054886,6957,-148
9894,11112.067033487,6962,-149
9895,11112.072080504,6967,-150
9896,11112.077042026,6972,-150
9897,11112.082083899,6977,-150
9898,11112.087055761,6982,-151
9899,11112.092110185,6987,-153
9900,11112.097025102,6992,-153
9901,11112.102083796,6997,-153
9902,11112.107074845,7002,-151
9903,11112.112112345,7007,-152
9904,11112.117042695,7012,-153
9905,11112.122024074,7017,-153
9906,11112.127053034,7022,-153
9907,11112.132073919,7027,-153
9908,11112.137098559,7032,-153
9909,11112.142094753,7037,-153
9910,11112.147074897,7042,-153
9911,11112.152063014,7047,-153
9912,11112.157119907,7052,-150
9913,11112.162100154,7057,-150
9914,11112.167062500,7062,-150
9915,11112.172042798,7067,-151
9916,11112.201917592,7097,-151
9917,11112.241886008,7137,-151
9918,11112.247118775,7142,-147
9919,11112.252067335,7147,-148
9920,11112.257051851,7152,-147
9921,11112.267027109,7162,-147
9922,11112.277079063,7172,-144
9923,11112.281935956,7177,-145
9924,11112.321904886,7217,-145
9925,11112.332019958,7227,-145
9926,11112.361895936,7257,-145
9927,11112.372076388,7267,-145
9928,11112.382077674,7277,-145
9929,11112.392077572,7287,-145
9930,11112.402072993,7297,-145
9931,11112.412048868,7307,-146
9932,11112.441932047,7337,-146
9933,11112.481880658,7377,-146
9934,11112.492133847,7387,-146
9935,11112.502099176,7397,-142
9936,11112.512020679,7407,-142
9937,11112.522080812,7417,-139
9938,11112.532074279,7427,-139
9939,11112.561895370,7457,-140
9940,11112.572026543,7467,-140
9941,11112.577061265,7472,-136
9942,11112.587062500,7482,-136
9943,11112.597030915,7492,-136
9944,11112.601875925,7497,-137
9945,11112.607041666,7502,-136
9946,11112.641937037,7537,-137
9947,11112.652036882,7547,-137
9948,11112.681911676,7577,-137
9949,11112.697044598,7592,-133
9950,11112.707072942,7602,-133
9951,11112.717085185,7612,-133
9952,11112.721907304,7617,-134
9953,11112.727068158,7622,-130
9954,11112.732064917,7627,-131
9955,11112.761896759,7657,-131
9956,11112.801929783,7697,-131
9957,11112.812023148,7707,-131
9958,11112.817069135,7712,-127
9959,11112.827062294,7722,-127
9960,11112.837065483,7732,-127
9961,11112.841879269,7737,-128
9962,11112.847071244,7742,-124
9963,11112.881922376,7777,-125
9964,11112.892036779,7787,-125
9965,11112.921902983,7817,-125
9966,11112.942080041,7837,-121
9967,11112.961875514,7857,-122
9968,11112.982050617,7877,-122
9969,11113.002074691,7897,-122
9970,11113.032040895,7927,-120
9971,11113.042074691,7937,-120
9972,11113.052014454,7947,-121
9973,11113.081890689,7977,-121
9974,11113.121924074,8017,-121
9975,11113.142030349,8037,-118
9976,11113.162082870,8057,-118
9977,11113.167074537,8062,-119
9978,11113.201894238,8097,-120
9979,11113.212073919,8107,-120
9980,11113.241907098,8137,-120
9981,11113.272101234,8167,-117
9982,11113.282059156,8177,-116
9983,11113.287043209,8182,-117
9984,11113.292040740,8187,-119
9985,11113.321886676,8217,-119
9986,11113.357054320,8252,-116
9987,11113.362165020,8257,-116
9988,11113.367064866,8262,-117
9989,11113.372112551,8267,-118
9990,11113.377063683,8272,-115
9991,11113.382032201,8277,-115
9992,11113.387048662,8282,-116
9993,11113.401917592,8297,-117
9994,11113.442049331,8337,-113
9995,11113.452065843,8347,-114
9996,11113.472028858,8367,-113
9997,11113.477090329,8372,-114
9998,11113.482083899,8377,-115
9999,11113.487087191,8382,-116
10000,11113.497056121,8392,-114
10001,11113.522101851,8417,-115
10002,11113.532033899,8427,-116
10003,11113.562010082,8457,-115
10004,11113.567056635,8462,-115
10005,11113.582032664,8477,-115
10006,11113.612037294,8507,-116
10007,11113.622058127,8517,-116
10008,11113.637061985,8532,-117
10009,11113.647051491,8542,-118
10010,11113.657081430,8552,-119
10011,11113.662110082,8557,-120
10012,11113.672114917,8567,-120
10013,11113.682083127,8577,-121
10014,11113.687104835,8582,-122
10015,11113.697083950,8592,-120
10016,11113.702056532,8597,-120
10017,11113.737095781,8632,-121
10018,11113.742047942,8637,-122
10019,11113.747095884,8642,-120
10020,11113.752070216,8647,-121
10021,11113.757075874,8652,-122
10022,11113.762094238,8657,-123
10023,11113.767059773,8662,-124
10024,11113.772070370,8667,-125
10025,11113.777059002,8672,-124
10026,11113.782112242,8677,-124
10027,11113.787066255,8682,-124
10028,11113.792068415,8687,-124
10029,11113.797049948,8692,-121
10030,11113.802073148,8697,-121
10031,11113.842058179,8737,-122
10032,11113.847083796,8742,-122
10033,11113.852100308,8747,-121
10034,11113.857074948,8752,-121
10035,11113.862058281,8757,-121
10036,11113.867074948,8762,-122
10037,11113.872043621,8767,-123
10038,11113.881922890,8777,-124
10039,11113.921886625,8817,-124
10040,11113.932053137,8827,-124
10041,11113.961920781,8857,-124
10042,11113.992080709,8887,-120
10043,11114.001928652,8897,-121
10044,11114.052074331,8947,-121
10045,11114.057085493,8952,-121
10046,11114.062019495,8957,-121
10047,11114.067094032,8962,-122
10048,11114.072005246,8967,-122
10049,11114.077055761,8972,-123
10050,11114.082060802,8977,-123
10051,11114.087077109,8982,-120
10052,11114.092059207,8987,-122
10053,11114.097061059,8992,-121
10054,11114.102062345,8997,-121
10055,11114.107047170,9002,-122
10056,11114.121942129,9017,-123
10057,11114.161878446,9057,-123
10058,11114.172062139,9067,-123
10059,11114.202055658,9097,-119
10060,11114.232046039,9127,-120
10061,11114.242047016,9137,-119
10062,11114.247064557,9142,-120
10063,11114.252013631,9147,-122
10064,11114.257041049,9152,-119
10065,11114.262107510,9157,-119
10066,11114.267070164,9162,-120
10067,11114.272064711,9167,-121
10068,11114.281901851,9177,-122
10069,11114.327054320,9222,-121
10070,11114.332050977,9227,-122
10071,11114.352031172,9247,-122
10072,11114.357039043,9252,-122
10073,11114.362074588,9257,-122
10074,11114.367101234,9262,-122
10075,11114.377087705,9272,-120
10076,11114.407055401,9302,-121
10077,11114.412086625,9307,-122
10078,11114.417091769,9312,-122
10079,11114.422114866,9317,-123
10080,11114.427077932,9322,-121
10081,11114.432079732,9327,-122
10082,11114.437045267,9332,-123
10083,11114.442055761,9337,-123
10084,11114.447090174,9342,-123
10085,11114.452047479,9347,-124
10086,11114.457057921,9352,-124
10087,11114.462085082,9357,-124
10088,11114.467043878,9362,-125
10089,11114.477036111,9372,-122
10090,11114.482082407,9377,-123
10091,11114.522036574,9417,-124
10092,11114.527085648,9422,-124
10093,11114.537077880,9432,-125
10094,11114.547052983,9442,-125
10095,11114.557109362,9452,-126
10096,11114.567059362,9462,-126
10097,11114.607087757,9502,-127
10098,11114.617036934,9512,-128
10099,11114.627083436,9522,-129
10100,11114.647074537,9542,-130
10101,11114.662070884,9557,-130
10102,11114.692093261,9587,-130
10103,11114.702022016,9597,-131
10104,11114.712067901,9607,-132
10105,11114.722097479,9617,-132
10106,11114.732061676,9627,-134
10107,11114.742079938,9637,-134
10108,11114.762079423,9657,-135
10109,11114.782070884,9677,-135
10110,11114.792094547,9687,-136
10111,11114.802095061,9697,-136
10112,11114.812100874,9707,-138
10113,11114.822068930,9717,-137
10114,11114.832094650,9727,-138
10115,11114.842073559,9737,-139
10116,11114.852064506,9747,-140
10117,11114.862053703,9757,-140
10118,11114.902104732,9797,-141
10119,11114.912054166,9807,-142
10120,11114.922085288,9817,-143
10121,11114.942079115,9837,-143
10122,11114.952067798,9847,-144
10123,11114.972071604,9867,-146
10124,11114.982072582,9877,-145
10125,11114.992033333,9887,-146
10126,11115.012073456,9907,-147
10127,11115.022078755,9917,-147
10128,11115.032012397,9927,-147
10129,11115.042084619,9937,-147
10130,11115.052076080,9947,-149
10131,11115.062067644,9957,-149
10132,11115.072053858,9967,-150
10133,11115.082065226,9977,-151
10134,11115.092060905,9987,-152
10135,11115.102034104,9997,-153
10136,11115.112069650,10007,-153
10137,11115.122107355,10017,-153
10138,11115.142082407,10037,-153
10139,11115.152030504,10047,-153
10140,11115.172090123,10067,-153
10141,11115.182078960,10077,-153
10142,11115.192078292,10087,-153
10143,11115.212027880,10107,-154
10144,11115.222060956,10117,-153
10145,11115.242063323,10137,-153
10146,11115.262073662,10157,-153
10147,11115.272048045,10167,-153
10148,11115.282105401,10177,-153
10149,11115.287078909,10182,-153
10150,11115.292090329,10187,-154
10151,11115.297058744,10192,-151
10152,11115.302058796,10197,-151
10153,11115.307073611,10202,-152
10154,11115.312103137,10207,-153
10155,11115.317073765,10212,-153
10156,11115.322056224,10217,-153
10157,11115.327064866,10222,-153
10158,11115.332059310,10227,-153
10159,11115.337043004,10232,-153
10160,11115.342068055,10237,-153
10161,11115.347031121,2,-151
10162,11115.352073816,7,-152
10163,11115.357080195,12,-153
10164,11115.362037242,17,-153
10165,11115.367062860,22,-153
10166,11115.372084104,27,-154
10167,11115.377061882,32,-153
10168,11115.382099588,37,-153
10169,11115.387119855,42,-153
10170,11115.392043415,47,-153
10171,11115.397077880,52,-150
10172,11115.402100823,57,-150
10173,11115.407062654,62,-150
10174,11115.412073302,67,-150
10175,11115.422089866,77,-150
10176,11115.441915534,97,-151
10177,11115.452018261,107,-151
10178,11115.481921090,137,-151
10179,11115.502081430,157,-148
10180,11115.512050205,167,-148
10181,11115.522081584,177,-147
10182,11115.532069341,187,-148
10183,11115.561924074,217,-148
10184,11115.601889403,257,-148
10185,11115.612056378,267,-148
10186,11115.627081481,282,-145
10187,11115.637093261,292,-142
10188,11115.641914197,297,-142
10189,11115.647075617,302,-142
10190,11115.657040432,312,-142
10191,11115.681918930,337,-142
10192,11115.691989917,347,-142
10193,11115.721883384,377,-142
10194,11115.747081481,402,-139
10195,11115.757055555,412,-139
10196,11115.761930504,417,-139
10197,11115.767077520,422,-139
10198,11115.772025154,427,-139
10199,11115.777061008,432,-136
10200,11115.801896913,457,-136
10201,11115.841937808,497,-136
10202,11115.852043930,507,-136
10203,11115.872056481,527,-136
10204,11115.882092592,537,-136
10205,11115.892105967,547,-136
10206,11115.902054886,557,-136
10207,11115.921925514,577,-137
10208,11115.932059619,587,-137
10209,11115.961882098,617,-137
10210,11115.992020473,647,-134
10211,11116.002104320,657,-133
10212,11116.012107767,667,-134
10213,11116.022031944,677,-134
10214,11116.041929166,697,-134
10215,11116.077061676,732,-130
10216,11116.081874948,737,-131
10217,11116.087093878,742,-130
10218,11116.092051028,747,-131
10219,11116.097077263,752,-130
10220,11116.102109259,757,-131
10221,11116.107099022,762,-127
10222,11116.112048302,767,-128
10223,11116.121916923,777,-128
10224,11116.161913425,817,-128
10225,11116.172008847,827,-128
10226,11116.197041460,852,-125
10227,11116.201892592,857,-125
10228,11116.207093518,862,-125
10229,11116.217093055,872,-125
10230,11116.227068518,882,-122
10231,11116.241909773,897,-122
10232,11116.262080761,917,-122
10233,11116.272060751,927,-122
10234,11116.282043621,937,-122
10235,11116.312092695,967,-123
10236,11116.322063580,977,-122
10237,11116.327075411,982,-122
10238,11116.332048765,987,-123
10239,11116.361942541,1017,-123
10240,11116.401926491,1057,-123
10241,11116.412023559,1067,-123
10242,11116.441901388,1097,-123
10243,11116.447066255,1102,-119
10244,11116.481920267,1137,-120
10245,11116.502065226,1157,-120
10246,11116.522088683,1177,-117
10247,11116.527099125,1182,-117
10248,11116.561903858,1217,-118
10249,11116.582106224,1237,-115
10250,11116.602087088,1257,-115
10251,11116.607068672,1262,-116
10252,11116.612118775,1267,-117
10253,11116.641913477,1297,-118
10254,11116.677043827,1332,-115
10255,11116.682051286,1337,-115
10256,11116.687045627,1342,-116
10257,11116.692099588,1347,-117
10258,11116.697073713,1352,-115
10259,11116.721933281,1377,-116
10260,11116.752049176,1407,-113
10261,11116.762103034,1417,-113
10262,11116.767063734,1422,-114
10263,11116.772022993,1427,-114
10264,11116.777041100,1432,-115
10265,11116.782058384,1437,-115
10266,11116.787087500,1442,-116
10267,11116.801876183,1457,-116
10268,11116.837060905,1492,-113
10269,11116.842089763,1497,-113
10270,11116.847044238,1502,-114
10271,11116.852091923,1507,-115
10272,11116.857087037,1512,-115
10273,11116.862072016,1517,-116
10274,11116.867105298,1522,-117
10275,11116.872047170,1527,-117
10276,11116.881940483,1537,-118
10277,11116.942087294,1597,-117
10278,11116.947063580,1602,-117
10279,11116.952009773,1607,-117
10280,11116.957065277,1612,-118
10281,11116.962086676,1617,-118
10282,11116.967061728,1622,-116
10283,11117.002110699,1657,-117
10284,11117.007108796,1662,-118
10285,11117.012032150,1667,-119
10286,11117.017077983,1672,-117
10287,11117.022082561,1677,-117
10288,11117.027082561,1682,-118
10289,11117.032142181,1687,-119
10290,11117.037072788,1692,-120
10291,11117.041906430,1697,-121
10292,11117.082079115,1737,-118
10293,11117.097055709,1752,-119
10294,11117.102052623,1757,-119
10295,11117.107098148,1762,-120
10296,11117.112083950,1767,-120
10297,11117.117070936,1772,-121
10298,11117.122104783,1777,-121
10299,11117.132059670,1787,-119
10300,11117.161900617,1817,-119
10301,11117.197078600,1852,-116
10302,11117.202083744,1857,-116
10303,11117.207090329,1862,-117
10304,11117.212054886,1867,-119
10305,11117.217044650,1872,-119
10306,11117.222082818,1877,-119
10307,11117.227082870,1882,-117
10308,11117.232083436,1887,-118
10309,11117.237109927,1892,-118
10310,11117.241896039,1897,-119
10311,11117.282048611,1937,-115
10312,11117.292081635,1947,-116
10313,11117.297054783,1952,-115
10314,11117.307056069,1962,-116
10315,11117.317034979,1972,-117
10316,11117.342033796,1997,-117
10317,11117.347064660,2002,-118
10318,11117.352077366,2007,-119
10319,11117.357039711,2012,-120
10320,11117.362105967,2017,-120
10321,11117.367071090,2022,-121
10322,11117.392075102,2047,-119
10323,11117.402028858,2057,-119
10324,11117.407080606,2062,-119
10325,11117.412085853,2067,-120
10326,11117.417063014,2072,-121
10327,11117.422095318,2077,-121
10328,11117.427066769,2082,-119
10329,11117.432039403,2087,-120
10330,11117.437059773,2092,-121
10331,11117.441926646,2097,-122
10332,11117.447079012,2102,-121
10333,11117.452113631,2107,-122
10334,11117.481943569,2137,-122
10335,11117.521889969,2177,-122
10336,11117.532014094,2187,-122
10337,11117.557048302,2212,-118
10338,11117.561921399,2217,-119
10339,11117.592059413,2247,-116
10340,11117.602070576,2257,-115
10341,11117.612045318,2267,-117
10342,11117.617068055,2272,-117
10343,11117.622083950,2277,-117
10344,11117.627050051,2282,-118
10345,11117.641880967,2297,-119
10346,11117.672074125,2327,-116
10347,11117.682115689,2337,-115
10348,11117.692083281,2347,-113
10349,11117.697063786,2352,-113
10350,11117.702070216,2357,-114
10351,11117.707061419,2362,-115
10352,11117.721956224,2377,-116
10353,11117.752055606,2407,-113
10354,11117.762035596,2417,-112
10355,11117.772088991,2427,-113
10356,11117.777045010,2432,-113
10357,11117.782080349,2437,-114
10358,11117.787074022,2442,-114
10359,11117.801918930,2457,-115
10360,11117.832100925,2487,-112
10361,11117.842050102,2497,-108
10362,11117.847039351,2502,-109
10363,11117.852042849,2507,-109
10364,11117.857060185,2512,-109
10365,11117.862126491,2517,-110
10366,11117.881901234,2537,-111
10367,11117.912095370,2567,-108
10368,11117.922066255,2577,-107
10369,11117.927041666,2582,-108
10370,11117.932066718,2587,-109
10371,11117.937062037,2592,-109
10372,11117.942044290,2597,-109
10373,11117.947114917,2602,-106
10374,11117.952102674,2607,-106
10375,11117.957072685,2612,-106
10376,11117.962131224,2617,-106
10377,11117.997023662,2652,-104
10378,11118.002066306,2657,-103
10379,11118.007089403,2662,-104
10380,11118.012073508,2667,-105
10381,11118.017054269,2672,-105
10382,11118.022127263,2677,-106
10383,11118.027078806,2682,-107
10384,11118.032075051,2687,-107
10385,11118.037027006,2692,-108
10386,11118.042129012,2697,-108
10387,11118.047074331,2702,-108
10388,11118.077078292,2732,-106
10389,11118.082139351,2737,-106
10390,11118.087057098,2742,-107
10391,11118.092047788,2747,-109
10392,11118.097032407,2752,-106
10393,11118.102097119,2757,-107
10394,11118.107070421,2762,-107
10395,11118.112095113,2767,-107
10396,11118.117080041,2772,-107
10397,11118.122081378,2777,-107
10398,11118.162074074,2817,-104
10399,11118.167026954,2822,-105
10400,11118.172059722,2827,-107
10401,11118.177015123,2832,-107
10402,11118.182015432,2837,-107
10403,11118.187062757,2842,-108
10404,11118.192062654,2847,-109
10405,11118.197063888,2852,-106
10406,11118.202033024,2857,-107
10407,11118.207082510,2862,-108
10408,11118.242051903,2897,-109
10409,11118.252064506,2907,-110
10410,11118.292065329,2947,-107
10411,11118.297059567,2952,-107
10412,11118.302065997,2957,-107
10413,11118.307027623,2962,-108
10414,11118.312060493,2967,-109
10415,11118.317068981,2972,-107
10416,11118.322151800,2977,-107
10417,11118.327085236,2982,-108
10418,11118.337106018,2992,-108
10419,11118.362067078,3017,-108
10420,11118.402095987,3057,-108
10421,11118.412100771,3067,-110
10422,11118.432117438,3087,-110
10423,11118.437079269,3092,-108
10424,11118.447058590,3102,-109
10425,11118.457081069,3112,-110
10426,11118.462102417,3117,-110
10427,11118.472079218,3127,-111
10428,11118.482092078,3137,-111
10429,11118.487077777,3142,-108
10430,11118.507077057,3162,-109
10431,11118.517025360,3172,-110
10432,11118.537036676,3192,-108
10433,11118.547077366,3202,-109
10434,11118.557061985,3212,-109
10435,11118.577061882,3232,-110
10436,11118.582106481,3237,-111
10437,11118.592107767,3247,-112
10438,11118.597051491,3252,-113
10439,11118.607087345,3262,-114
10440,11118.622066409,3277,-114
10441,11118.652115740,3307,-116
10442,11118.692054783,3347,-115
10443,11118.702073713,3357,-115
10444,11118.712084670,3367,-116
10445,11118.717050977,3372,-113
10446,11118.727057561,3382,-114
10447,11118.732081738,3387,-116
10448,11118.737081378,3392,-116
10449,11118.747057510,3402,-117
10450,11118.752061985,3407,-118
10451,11118.792080555,3447,-118
10452,11118.802101697,3457,-118
10453,11118.812093209,3467,-120
10454,11118.842067181,3497,-119
10455,11118.872095730,3527,-120
10456,11118.882107253,3537,-120
10457,11118.892126131,3547,-122
10458,11118.912084516,3567,-122
10459,11118.922094444,3577,-122
10460,11118.932056841,3587,-123
10461,11118.942060236,3597,-123
10462,11118.962017952,3617,-123
10463,11118.967093004,3622,-123
10464,11118.977056635,3632,-123
10465,11118.987106841,3642,-124
10466,11118.997060288,3652,-122
10467,11119.007083436,3662,-123
10468,11119.017049639,3672,-123
10469,11119.027075925,3682,-124
10470,11119.047052983,3702,-122
10471,11119.057090792,3712,-123
10472,11119.062112500,3717,-123
10473,11119.072080967,3727,-124
10474,11119.087133179,3742,-125
10475,11119.097048662,3752,-122
10476,11119.117047376,3772,-123
10477,11119.127069238,3782,-124
10478,11119.137095679,3792,-125
10479,11119.157072530,3812,-126
10480,11119.167140174,3822,-127
10481,11119.187057150,3842,-128
10482,11119.192076594,3847,-129
10483,11119.202036985,3857,-130
10484,11119.217049125,3872,-131
10485,11119.227080401,3882,-132
10486,11119.237040534,3892,-133
10487,11119.257068004,3912,-134
10488,11119.277047530,3932,-134
10489,11119.297091203,3952,-131
10490,11119.317022427,3972,-132
10491,11119.337055298,3992,-133
10492,11119.357055246,4012,-131
10493,11119.377085545,4032,-132
10494,11119.382035288,4037,-132
10495,11119.412067849,4067,-133
10496,11119.422084619,4077,-133
10497,11119.442055246,4097,-134
10498,11119.447068261,4102,-135
10499,11119.457086522,4112,-136
10500,11119.467084207,4122,-134
10501,11119.477040483,4132,-135
10502,11119.497056378,4152,-135
10503,11119.507079012,4162,-136
10504,11119.517053703,4172,-134
10505,11119.537071965,4192,-135
10506,11119.557066820,4212,-136
10507,11119.567093518,4222,-134
10508,11119.577066512,4232,-135
10509,11119.597055092,4252,-136
10510,11119.607091255,4262,-137
10511,11119.617068055,4272,-135
10512,11119.627100308,4282,-136
10513,11119.637053703,4292,-136
10514,11119.647078497,4302,-137
10515,11119.667083796,4322,-135
10516,11119.687124588,4342,-136
10517,11119.692113888,4347,-138
10518,11119.702071810,4357,-138
10519,11119.722094753,4377,-139
10520,11119.732064454,4387,-140
10521,11119.762080555,4417,-141
10522,11119.792057150,4447,-142
10523,11119.802033076,4457,-142
10524,11119.822106532,4477,-142
10525,11119.832105915,4487,-143
10526,11119.852133024,4507,-145
10527,11119.857110390,4512,-144
10528,11119.867053960,4522,-145
10529,11119.882118312,4537,-146
10530,11119.892065072,4547,-147
10531,11119.897056893,4552,-148
10532,11119.902090946,4557,-148
10533,11119.907083641,4562,-149
10534,11119.912073045,4567,-150
10535,11119.917057510,4572,-151
10536,11119.922069701,4577,-152
10537,11119.927088271,4582,-150
10538,11119.932079783,4587,-152
10539,11119.937042541,4592,-152
10540,11119.942052263,4597,-152
10541,11119.947072685,4602,-153
10542,11119.952042746,4607,-153
10543,11119.957069032,4612,-153
10544,11119.962100565,4617,-153
10545,11119.967094598,4622,-153
10546,11119.972075205,4627,-153
10547,11119.977076646,4632,-151
10548,11119.982047890,4637,-151
10549,11119.987113323,4642,-152
10550,11119.992111882,4647,-153
10551,11119.997085390,4652,-153
10552,11120.002099382,4657,-153
10553,11120.007069290,4662,-153
10554,11120.012052263,4667,-154
10555,11120.017050102,4672,-153
10556,11120.022120524,4677,-153
10557,11120.027076183,4682,-151
10558,11120.032116615,4687,-152
10559,11120.037065380,4692,-153
10560,11120.042059104,4697,-153
10561,11120.047090329,4702,-153
10562,11120.052080555,4707,-153
10563,11120.057081532,4712,-153
10564,11120.062045164,4717,-153
10565,11120.072022993,4727,-154
10566,11120.081890740,4737,-154
10567,11120.092041872,4747,-154
10568,11120.121899434,4777,-154
10569,11120.157088528,4812,-151
10570,11120.161900720,4817,-151
10571,11120.167078600,4822,-151
10572,11120.172061213,4827,-151
10573,11120.177082201,4832,-151
10574,11120.187104938,4842,-151
10575,11120.201903034,4857,-151
