index,dsp time,sfn,TX PWR value
19456,11231.992088323,4007,-99
19457,11232.007056635,4022,-99
19458,11232.017115586,4032,-99
19459,11232.032040895,4047,-99
19460,11232.047061574,4062,-99
19461,11232.057077211,4072,-99
19462,11232.067055555,4082,-99
19463,11232.072058744,4087,-99
19464,11232.107058230,4122,-100
19465,11232.112092078,4127,-101
19466,11232.122051028,4137,-101
19467,11232.132104115,4147,-102
19468,11232.162058693,4177,-102
19469,11232.172080195,4187,-104
19470,11232.187061934,4202,-104
19471,11232.192116306,4207,-105
19472,11232.212041872,4227,-106
19473,11232.222077983,4237,-106
19474,11232.227075257,4242,-103
19475,11232.237076183,4252,-104
19476,11232.247071862,4262,-105
19477,11232.257074485,4272,-106
19478,11232.267113528,4282,-107
19479,11232.272089557,4287,-108
19480,11232.287116203,4302,-108
19481,11232.292087500,4307,-109
19482,11232.297082253,4312,-110
19483,11232.302068209,4317,-110
19484,11232.312082458,4327,-111
19485,11232.332154629,4347,-112
19486,11232.347150102,4362,-111
19487,11232.357082716,4372,-111
19488,11232.367162808,4382,-111
19489,11232.372069855,4387,-111
19490,11232.397022119,4412,-112
19491,11232.417074228,4432,-111
19492,11232.432098765,4447,-112
19493,11232.437063014,4452,-112
19494,11232.447110905,4462,-113
19495,11232.457073765,4472,-114
19496,11232.462103909,4477,-114
19497,11232.477107818,4492,-112
19498,11232.487088528,4502,-112
19499,11232.497116769,4512,-113
19500,11232.502059259,4517,-113
19501,11232.507093106,4522,-114
19502,11232.527093467,4542,-112
19503,11232.532081790,4547,-112
19504,11232.537099639,4552,-112
19505,11232.542043981,4557,-112
19506,11232.552106378,4567,-112
19507,11232.567097633,4582,-113
19508,11232.571998251,4587,-114
19509,11232.582046604,4597,-114
19510,11232.592056275,4607,-113
19511,11232.607065020,4622,-113
19512,11232.617169855,4632,-113
19513,11232.627053960,4642,-110
19514,11232.632062962,4647,-110
19515,11232.642042129,4657,-110
19516,11232.647115740,4662,-110
19517,11232.667071810,4682,-111
19518,11232.672080812,4687,-112
19519,11232.682091460,4697,-112
19520,11232.687092746,4702,-113
19521,11232.697089094,4712,-114
19522,11232.702118158,4717,-114
19523,11232.717076954,4732,-115
19524,11232.727080246,4742,-113
19525,11232.737051748,4752,-113
19526,11232.752074228,4767,-114
19527,11232.762054166,4777,-114
19528,11232.767104012,4782,-115
19529,11232.782055246,4797,-115
19530,11232.792095164,4807,-116
19531,11232.812041460,4827,-118
19532,11232.817052314,4832,-117
19533,11232.827100360,4842,-115
19534,11232.842050771,4857,-115
19535,11232.847079320,4862,-116
19536,11232.857095730,4872,-117
19537,11232.867065843,4882,-118
19538,11232.877089197,4892,-119
19539,11232.887101234,4902,-119
19540,11232.897089969,4912,-120
19541,11232.907114969,4922,-121
19542,11232.912095267,4927,-122
19543,11232.922092078,4937,-122
19544,11232.932031687,4947,-123
19545,11232.942075874,4957,-123
19546,11232.957076234,4972,-124
19547,11232.967092078,4982,-124
19548,11232.977143364,4992,-121
19549,11232.982046450,4997,-121
19550,11232.987071759,5002,-121
19551,11233.002041872,5017,-121
19552,11233.027079372,5042,-118
19553,11233.037083847,5052,-118
19554,11233.047117438,5062,-119
19555,11233.052070884,5067,-121
19556,11233.062050154,5077,-120
19557,11233.067107304,5082,-121
19558,11233.087135751,5102,-122
19559,11233.107104629,5122,-123
19560,11233.112050102,5127,-124
19561,11233.142071913,5157,-124
19562,11233.147091615,5162,-125
19563,11233.167116820,5182,-126
19564,11233.172058744,5187,-127
19565,11233.182076903,5197,-128
19566,11233.202052829,5217,-128
19567,11233.212065946,5227,-130
19568,11233.232064351,5247,-130
19569,11233.242058899,5257,-130
19570,11233.247097736,5262,-131
19571,11233.257089094,5272,-132
19572,11233.267103703,5282,-133
19573,11233.287101337,5302,-134
19574,11233.297081275,5312,-135
19575,11233.307077777,5322,-136
19576,11233.317073919,5332,-136
19577,11233.327089557,5342,-134
19578,11233.337058590,5352,-134
19579,11233.347087037,5362,-135
19580,11233.357104835,5372,-137
19581,11233.377072376,5392,-135
19582,11233.387094495,5402,-136
19583,11233.407110751,5422,-137
19584,11233.417075205,5432,-138
19585,11233.427082253,5442,-136
19586,11233.447085288,5462,-137
19587,11233.457137088,5472,-138
19588,11233.467101800,5482,-139
19589,11233.477085596,5492,-137
19590,11233.487102777,5502,-138
19591,11233.497085288,5512,-138
19592,11233.507098405,5522,-138
19593,11233.517061111,5532,-139
19594,11233.537093106,5552,-140
19595,11233.557085699,5572,-141
19596,11233.567126594,5582,-142
19597,11233.587072067,5602,-143
19598,11233.592045627,5607,-144
19599,11233.597069804,5612,-145
19600,11233.602050000,5617,-146
19601,11233.607156018,5622,-146
19602,11233.612118055,5627,-147
19603,11233.617121862,5632,-146
19604,11233.622014917,5637,-146
19605,11233.627022016,5642,-143
19606,11233.632021759,5647,-143
19607,11233.637039557,5652,-143
19608,11233.642079938,5657,-143
19609,11233.647080555,5662,-143
19610,11233.652046399,5667,-144
19611,11233.657065020,5672,-145
19612,11233.662080401,5677,-146
19613,11233.667100565,5682,-146
19614,11233.672065072,5687,-147
19615,11233.677088786,5692,-145
19616,11233.682037551,5697,-145
19617,11233.687088168,5702,-146
19618,11233.692073456,5707,-148
19619,11233.697088014,5712,-148
19620,11233.702067952,5717,-149
19621,11233.707100411,5722,-150
19622,11233.712072479,5727,-151
19623,11233.717095781,5732,-152
19624,11233.722088528,5737,-153
19625,11233.727094598,5742,-150
19626,11233.732103497,5747,-150
19627,11233.737114917,5752,-151
19628,11233.742067746,5757,-151
19629,11233.747075360,5762,-151
19630,11233.752062242,5767,-151
19631,11233.761908230,5777,-152
19632,11233.772022582,5787,-152
19633,11233.801897016,5817,-152
19634,11233.832055761,5847,-148
19635,11233.842069393,5857,-148
19636,11233.852015329,5867,-149
19637,11233.862051491,5877,-148
19638,11233.881927417,5897,-149
19639,11233.921875360,5937,-149
19640,11233.932002623,5947,-149
19641,11233.952068312,5967,-145
19642,11233.962082818,5977,-142
19643,11233.972086625,5987,-142
19644,11233.982019547,5997,-142
19645,11234.001914300,6017,-143
19646,11234.012029835,6027,-143
19647,11234.041897685,6057,-143
19648,11234.077053755,6092,-139
19649,11234.081916100,6097,-140
19650,11234.087172582,6102,-139
19651,11234.092063323,6107,-140
19652,11234.097106687,6112,-139
19653,11234.107029526,6122,-136
19654,11234.121905709,6137,-137
19655,11234.161889454,6177,-137
19656,11234.172056738,6187,-137
19657,11234.197104218,6212,-133
19658,11234.201937757,6217,-134
19659,11234.207113065,6222,-133
19660,11234.217090997,6232,-133
19661,11234.227074537,6242,-130
19662,11234.241898662,6257,-131
19663,11234.252009825,6267,-131
19664,11234.281884670,6297,-131
19665,11234.321923611,6337,-131
19666,11234.332036008,6347,-131
19667,11234.361915123,6377,-131
19668,11234.401872119,6417,-131
19669,11234.411989763,6427,-131
19670,11234.441889197,6457,-131
19671,11234.481935905,6497,-131
19672,11234.492025308,6507,-131
19673,11234.521901491,6537,-131
19674,11234.561911111,6577,-131
19675,11234.572029269,6587,-131
19676,11234.601922788,6617,-131
19677,11234.641920987,6657,-131
19678,11234.652035339,6667,-131
19679,11234.681947119,6697,-131
19680,11234.721910853,6737,-131
19681,11234.732119393,6747,-128
19682,11234.742039609,6757,-127
19683,11234.752040123,6767,-127
19684,11234.762051388,6777,-124
19685,11234.801925874,6817,-125
19686,11234.812027829,6827,-125
19687,11234.841921862,6857,-125
19688,11234.857075720,6872,-121
19689,11234.881872736,6897,-122
19690,11234.902027674,6917,-122
19691,11234.912040946,6927,-119
19692,11234.922062654,6937,-118
19693,11234.952048868,6967,-119
19694,11234.962156532,6977,-115
19695,11234.971981790,6987,-116
19696,11235.001902674,7017,-116
19697,11235.022081995,7037,-113
19698,11235.042079835,7057,-112
19699,11235.072090997,7087,-110
19700,11235.082051337,7097,-109
19701,11235.121925925,7137,-110
19702,11235.162096039,7177,-106
19703,11235.167088734,7182,-108
19704,11235.207163528,7222,-108
19705,11235.212079526,7227,-109
19706,11235.222090277,7237,-108
19707,11235.232078446,7247,-109
19708,11235.241899794,7257,-110
19709,11235.282075308,7297,-106
19710,11235.287097427,7302,-106
19711,11235.292079989,7307,-108
19712,11235.297075720,7312,-107
19713,11235.302076851,7317,-107
19714,11235.307111676,7322,-108
19715,11235.321917695,7337,-109
19716,11235.362100000,7377,-105
19717,11235.372077160,7387,-106
19718,11235.392018878,7407,-106
19719,11235.412047479,7427,-106
19720,11235.432073919,7447,-106
19721,11235.437078909,7452,-106
19722,11235.447066615,7462,-106
19723,11235.462062757,7477,-106
19724,11235.467093981,7482,-106
19725,11235.477057921,7492,-106
19726,11235.487061111,7502,-106
19727,11235.557133179,7572,-106
19728,11235.607044958,7622,-106
19729,11235.617048508,7632,-106
19730,11235.632081018,7647,-106
19731,11235.652079578,7667,-106
19732,11235.662077777,7677,-106
19733,11235.672086728,7687,-107
19734,11235.702072376,7717,-107
19735,11235.712047839,7727,-108
19736,11235.722130452,7737,-108
19737,11235.747038271,7762,-108
19738,11235.767098611,7782,-108
19739,11235.787024331,7802,-105
19740,11235.802063271,7817,-105
19741,11235.822066769,7837,-105
19742,11235.827072890,7842,-105
19743,11235.837040997,7852,-106
19744,11235.842022119,7857,-106
19745,11235.847098559,7862,-103
19746,11235.857068004,7872,-104
19747,11235.882134104,7897,-104
19748,11235.892123148,7907,-105
19749,11235.902042078,7917,-105
19750,11235.917080349,7932,-105
19751,11235.927171090,7942,-105
19752,11235.947064866,7962,-106
19753,11235.952102932,7967,-107
19754,11235.972083281,7987,-108
19755,11235.977089248,7992,-109
19756,11235.982059927,7997,-109
19757,11235.987073251,8002,-110
19758,11235.997038786,8012,-107
19759,11236.007075514,8022,-107
19760,11236.012063065,8027,-108
19761,11236.022026800,8037,-107
19762,11236.037098508,8052,-108
19763,11236.047053549,8062,-106
19764,11236.057070473,8072,-107
19765,11236.062053137,8077,-107
19766,11236.072036008,8087,-108
19767,11236.082084619,8097,-108
19768,11236.087052726,8102,-108
19769,11236.107121965,8122,-109
19770,11236.112082253,8127,-110
19771,11236.117079166,8132,-111
19772,11236.127126388,8142,-112
19773,11236.132081995,8147,-113
19774,11236.142061162,8157,-113
19775,11236.147094341,8162,-111
19776,11236.157046450,8172,-111
19777,11236.167099331,8182,-112
19778,11236.172050720,8187,-114
19779,11236.182053652,8197,-113
19780,11236.192035185,8207,-114
19781,11236.217138734,8232,-114
19782,11236.227040020,8242,-114
19783,11236.237089403,8252,-115
19784,11236.242180298,8257,-115
19785,11236.262057150,8277,-115
19786,11236.267054320,8282,-115
19787,11236.277081687,8292,-115
19788,11236.282109310,8297,-116
19789,11236.292047427,8307,-116
19790,11236.297114969,8312,-113
19791,11236.307110339,8322,-114
19792,11236.322088065,8337,-114
19793,11236.327090586,8342,-115
19794,11236.337107973,8352,-116
19795,11236.347103137,8362,-114
19796,11236.352009104,8367,-115
19797,11236.367050257,8382,-115
19798,11236.372075360,8387,-116
19799,11236.392043415,8407,-117
19800,11236.412041306,8427,-118
19801,11236.417163374,8432,-117
19802,11236.427036522,8442,-117
19803,11236.436994084,8452,-117
19804,11236.442048096,8457,-117
19805,11236.452089043,8467,-114
19806,11236.462081481,8477,-114
19807,11236.467062139,8482,-114
19808,11236.477056121,8492,-114
19809,11236.487069084,8502,-115
19810,11236.492131893,8507,-117
19811,11236.512061522,8527,-117
19812,11236.522080761,8537,-117
19813,11236.532080401,8547,-117
19814,11236.547118364,8562,-115
19815,11236.557074125,8572,-115
19816,11236.572072325,8587,-116
19817,11236.577098868,8592,-116
19818,11236.587083384,8602,-117
19819,11236.592061265,8607,-118
19820,11236.602082304,8617,-118
19821,11236.617087088,8632,-118
19822,11236.642115174,8657,-118
19823,11236.677002983,8692,-118
19824,11236.687051594,8702,-118
19825,11236.692105555,8707,-119
19826,11236.722089351,8737,-119
19827,11236.732059619,8747,-121
19828,11236.742038168,8757,-120
19829,11236.747166203,8762,-121
19830,11236.757094393,8772,-119
19831,11236.772052006,8787,-120
19832,11236.777097427,8792,-120
19833,11236.787094032,8802,-121
19834,11236.802089609,8817,-121
19835,11236.807090586,8822,-119
19836,11236.827062911,8842,-119
19837,11236.842060751,8857,-119
19838,11236.882071502,8897,-119
19839,11236.887043004,8902,-119
19840,11236.897064609,8912,-119
19841,11236.902073148,8917,-119
19842,11236.912083744,8927,-120
19843,11236.917085699,8932,-120
19844,11236.922081944,8937,-121
19845,11236.932105452,8947,-122
19846,11236.937136985,8952,-123
19847,11236.947108230,8962,-124
19848,11236.962104526,8977,-124
19849,11236.967104681,8982,-125
19850,11236.982074382,8997,-126
19851,11236.987078446,9002,-126
19852,11236.997075308,9012,-127
19853,11237.007069701,9022,-125
19854,11237.012085185,9027,-126
19855,11237.032105041,9047,-127
19856,11237.037112757,9052,-128
19857,11237.057103086,9072,-125
19858,11237.067119598,9082,-126
19859,11237.072061059,9087,-127
19860,11237.082129886,9097,-127
19861,11237.087105452,9102,-128
19862,11237.097110905,9112,-129
19863,11237.102076388,9117,-129
19864,11237.107095833,9122,-127
19865,11237.117065689,9132,-128
19866,11237.127068981,9142,-128
19867,11237.132048662,9147,-130
19868,11237.137054783,9152,-129
19869,11237.142108744,9157,-129
19870,11237.147084876,9162,-130
19871,11237.152047633,9167,-131
19872,11237.157095216,9172,-129
19873,11237.162079063,9177,-130
19874,11237.167057818,9182,-131
19875,11237.172142129,9187,-132
19876,11237.177073199,9192,-132
19877,11237.182059362,9197,-132
19878,11237.187077314,9202,-132
19879,11237.192027417,9207,-133
19880,11237.197066666,9212,-134
19881,11237.202130504,9217,-135
19882,11237.207089094,9222,-132
19883,11237.212042901,9227,-133
19884,11237.217075462,9232,-132
19885,11237.222066975,9237,-132
19886,11237.227107253,9242,-133
19887,11237.232104681,9247,-133
19888,11237.237096141,9252,-133
19889,11237.242088528,9257,-133
19890,11237.247094907,9262,-133
19891,11237.252045216,9267,-133
19892,11237.281906172,9297,-134
19893,11237.292079526,9307,-134
19894,11237.321905761,9337,-134
19895,11237.332107561,9347,-130
19896,11237.342075051,9357,-130
19897,11237.352075154,9367,-130
19898,11237.362109207,9377,-130
19899,11237.372027109,9387,-131
19900,11237.401880246,9417,-131
19901,11237.441928446,9457,-131
19902,11237.452067181,9467,-131
19903,11237.457054115,9472,-127
19904,11237.467102726,9482,-127
19905,11237.477049845,9492,-127
19906,11237.481927674,9497,-128
19907,11237.487093106,9502,-124
19908,11237.521907150,9537,-125
19909,11237.532067746,9547,-125
19910,11237.561914094,9577,-125
19911,11237.577131018,9592,-121
19912,11237.587094598,9602,-121
19913,11237.601918364,9617,-122
19914,11237.612005195,9627,-122
19915,11237.641912345,9657,-122
19916,11237.681909927,9697,-122
19917,11237.692062037,9707,-122
19918,11237.701998919,9717,-118
19919,11237.721910956,9737,-119
19920,11237.762131069,9777,-116
19921,11237.807069135,9822,-117
19922,11237.832095627,9847,-117
19923,11237.852069495,9867,-118
19924,11237.857040072,9872,-114
19925,11237.877034362,9892,-114
19926,11237.897075154,9912,-115
19927,11237.902051954,9917,-115
19928,11237.922056687,9937,-112
19929,11237.927061522,9942,-113
19930,11237.937074639,9952,-114
19931,11237.942084825,9957,-114
19932,11237.947111831,9962,-115
19933,11237.962109670,9977,-116
19934,11237.967105658,9982,-117
19935,11237.982096965,9997,-117
19936,11237.987093415,10002,-118
19937,11237.992061213,10007,-119
19938,11238.007160493,10022,-118
19939,11238.012190740,10027,-119
19940,11238.032106121,10047,-115
19941,11238.057039609,10072,-115
19942,11238.072129681,10087,-112
19943,11238.092018261,10107,-113
19944,11238.102125257,10117,-112
19945,11238.107089146,10122,-113
19946,11238.117058539,10132,-110
19947,11238.127081584,10142,-111
19948,11238.132153909,10147,-112
19949,11238.137099588,10152,-113
19950,11238.142108179,10157,-113
19951,11238.147111008,10162,-114
19952,11238.157076080,10172,-115
19953,11238.162125874,10177,-115
19954,11238.172072736,10187,-117
19955,11238.182052314,10197,-116
19956,11238.192078343,10207,-116
19957,11238.197049074,10212,-117
19958,11238.202097273,10217,-118
19959,11238.212015637,10227,-119
19960,11238.217068930,10232,-117
19961,11238.222058641,10237,-117
19962,11238.237059413,12,-117
19963,11238.242129629,17,-117
19964,11238.252127726,27,-118
19965,11238.262109670,37,-117
19966,11238.282037602,57,-117
19967,11238.287030041,62,-117
19968,11238.307025360,82,-117
19969,11238.312182458,87,-118
19970,11238.322089763,97,-114
19971,11238.332052572,107,-115
19972,11238.352121965,127,-115
19973,11238.357069804,132,-116
19974,11238.362104269,137,-116
19975,11238.367102623,142,-114
19976,11238.377103755,152,-115
19977,11238.387091203,162,-117
19978,11238.392038786,167,-118
19979,11238.402075154,177,-118
19980,11238.427131481,202,-115
19981,11238.437017129,212,-115
19982,11238.442117386,217,-115
19983,11238.482089506,257,-112
19984,11238.492071810,267,-113
19985,11238.507023045,282,-112
19986,11238.517080658,292,-112
19987,11238.522073251,297,-112
19988,11238.527079578,302,-110
19989,11238.537091718,312,-110
19990,11238.542064146,317,-110
19991,11238.547101337,322,-110
19992,11238.562157510,337,-110
19993,11238.567079320,342,-111
19994,11238.582122890,357,-108
19995,11238.587110956,362,-109
19996,11238.597071193,372,-109
19997,11238.602041666,377,-109
19998,11238.612067335,387,-110
19999,11238.647134619,422,-110
20000,11238.662059053,437,-110
20001,11238.667121553,442,-110
20002,11238.682057561,457,-110
20003,11238.707077417,482,-110
20004,11238.732069701,507,-112
20005,11238.742055349,517,-111
20006,11238.747091358,522,-112
20007,11238.757062448,532,-110
20008,11238.767104989,542,-110
20009,11238.772120473,547,-110
20010,11238.787110751,562,-111
20011,11238.797050411,572,-111
20012,11238.807068055,582,-109
20013,11238.817075514,592,-110
20014,11238.822133230,597,-110
20015,11238.827094290,602,-110
20016,11238.832085133,607,-111
20017,11238.842099948,617,-111
20018,11238.852059053,627,-111
20019,11238.867094341,642,-108
20020,11238.877032767,652,-108
20021,11238.882086779,657,-108
20022,11238.902027057,677,-108
20023,11238.907050154,682,-108
20024,11238.922085699,697,-108
20025,11238.927078343,702,-109
20026,11238.937064197,712,-110
20027,11238.942110493,717,-110
20028,11238.952069701,727,-111
20029,11238.962066666,737,-112
20030,11238.972126440,747,-113
20031,11238.987105041,762,-113
20032,11238.997090843,772,-114
20033,11239.002117438,777,-114
20034,11239.007078189,782,-111
20035,11239.012093621,787,-111
20036,11239.017094701,792,-111
20037,11239.027089094,802,-112
20038,11239.037056738,812,-112
20039,11239.062051286,837,-109
20040,11239.077091512,852,-109
20041,11239.082015226,857,-109
20042,11239.102064403,877,-109
20043,11239.117011625,892,-106
20044,11239.122054115,897,-106
20045,11239.132024279,907,-107
20046,11239.137083641,912,-106
20047,11239.147076337,922,-106
20048,11239.152120627,927,-107
20049,11239.162159876,937,-108
20050,11239.172077572,947,-109
20051,11239.182076440,957,-109
20052,11239.187085956,962,-110
20053,11239.197086419,972,-111
20054,11239.212104218,987,-113
20055,11239.222113734,997,-112
20056,11239.237061625,1012,-113
20057,11239.242129886,1017,-113
20058,11239.247069958,1022,-113
20059,11239.252097016,1027,-113
20060,11239.262063528,1037,-113
20061,11239.267092592,1042,-114
20062,11239.277079320,1052,-115
20063,11239.287044187,1062,-115
20064,11239.292049434,1067,-116
20065,11239.332071347,1107,-116
20066,11239.337074948,1112,-116
20067,11239.342074639,1117,-116
20068,11239.347087242,1122,-116
20069,11239.352034156,1127,-117
20070,11239.357075823,1132,-115
20071,11239.362095781,1137,-115
20072,11239.367068312,1142,-116
20073,11239.377066975,1152,-117
20074,11239.382100411,1157,-117
20075,11239.387090432,1162,-117
20076,11239.402118621,1177,-117
20077,11239.427113786,1202,-117
20078,11239.432082253,1207,-118
20079,11239.442046244,1217,-118
20080,11239.457080195,1232,-116
20081,11239.467074074,1242,-116
20082,11239.477050154,1252,-117
20083,11239.482069032,1257,-117
20084,11239.487123559,1262,-117
20085,11239.492131790,1267,-118
20086,11239.502043106,1277,-118
20087,11239.517067952,1292,-119
20088,11239.527079783,1302,-120
20089,11239.537061522,1312,-121
20090,11239.547108487,1322,-122
20091,11239.552067026,1327,-122
20092,11239.557101800,1332,-120
20093,11239.567085442,1342,-121
20094,11239.577087808,1352,-122
20095,11239.587121965,1362,-123
20096,11239.597057304,1372,-123
20097,11239.602078240,1377,-124
20098,11239.607079475,1382,-122
20099,11239.612099022,1387,-124
20100,11239.622064557,1397,-123
20101,11239.627070627,1402,-123
20102,11239.637091100,1412,-124
20103,11239.647071810,1422,-125
20104,11239.667082921,1442,-126
20105,11239.677058281,1452,-126
20106,11239.702119495,1477,-126
20107,11239.722143467,1497,-126
20108,11239.727104063,1502,-127
20109,11239.737095679,1512,-128
20110,11239.747126697,1522,-129
20111,11239.752072016,1527,-130
20112,11239.762075102,1537,-130
20113,11239.772095987,1547,-131
20114,11239.782042026,1557,-130
20115,11239.802041100,1577,-130
20116,11239.812066563,1587,-131
20117,11239.822102674,1597,-131
20118,11239.827057407,1602,-132
20119,11239.837076028,1612,-133
20120,11239.847077057,1622,-134
20121,11239.867073045,1642,-135
20122,11239.877067489,1652,-136
20123,11239.882175102,1657,-137
20124,11239.892088786,1667,-138
20125,11239.902081275,1677,-138
20126,11239.912116358,1687,-139
20127,11239.922177932,1697,-140
20128,11239.942098508,1717,-140
20129,11239.952138837,1727,-140
20130,11239.962038580,1737,-140
20131,11239.967143158,1742,-140
20132,11239.987029166,1762,-140
20133,11239.992026543,1767,-140
20134,11240.002068209,1777,-140
20135,11240.017051594,1792,-140
20136,11240.027083024,1802,-141
20137,11240.032111213,1807,-142
20138,11240.037082664,1812,-143
20139,11240.042089403,1817,-144
20140,11240.047096039,1822,-145
20141,11240.052099176,1827,-146
20142,11240.057071399,1832,-143
20143,11240.062126234,1837,-144
20144,11240.067132716,1842,-145
20145,11240.072059207,1847,-146
20146,11240.077062911,1852,-147
20147,11240.082089660,1857,-147
20148,11240.087083179,1862,-147
20149,11240.092118106,1867,-149
20150,11240.097076388,1872,-149
20151,11240.102026286,1877,-149
20152,11240.107075360,1882,-147
20153,11240.112082407,1887,-148
20154,11240.117092489,1892,-149
20155,11240.122112551,1897,-149
20156,11240.127119084,1902,-150
20157,11240.132109310,1907,-150
20158,11240.137103960,1912,-151
20159,11240.142093724,1917,-151
20160,11240.147081532,1922,-152
20161,11240.152074022,1927,-152
20162,11240.157126954,1932,-150
20163,11240.162063837,1937,-151
20164,11240.167060802,1942,-152
20165,11240.172044598,1947,-153
20166,11240.177124022,1952,-153
20167,11240.182134722,1957,-153
20168,11240.187088014,1962,-153
20169,11240.192069290,1967,-153
20170,11240.197083950,1972,-153
20171,11240.202137397,1977,-153
20172,11240.207120679,1982,-150
20173,11240.212116460,1987,-150
20174,11240.217097119,1992,-150
20175,11240.222047016,1997,-150
20176,11240.227131532,2002,-150
20177,11240.232092026,2007,-150
20178,11240.241931687,2017,-151
20179,11240.252041152,2027,-151
20180,11240.281882201,2057,-151
20181,11240.312014866,2087,-148
20182,11240.322061471,2097,-147
20183,11240.332033179,2107,-148
20184,11240.342044187,2117,-148
20185,11240.361956944,2137,-148
20186,11240.401906841,2177,-148
20187,11240.412070781,2187,-148
20188,11240.437058487,2212,-145
20189,11240.441931687,2217,-145
20190,11240.447133024,2222,-142
20191,11240.457101131,2232,-142
20192,11240.467108950,2242,-142
20193,11240.481892386,2257,-142
20194,11240.492014351,2267,-142
20195,11240.521904732,2297,-142
20196,11240.557063631,2332,-139
20197,11240.561910596,2337,-139
20198,11240.567072530,2342,-139
20199,11240.572099948,2347,-139
20200,11240.577079423,2352,-139
20201,11240.587095730,2362,-137
20202,11240.592110596,2367,-136
20203,11240.597048302,2372,-137
20204,11240.602094290,2377,-136
20205,11240.607095473,2382,-137
20206,11240.612101697,2387,-136
20207,11240.641924022,2417,-137
20208,11240.652011779,2427,-137
20209,11240.681937808,2457,-137
20210,11240.697129578,2472,-134
20211,11240.707128703,2482,-134
20212,11240.717079218,2492,-134
20213,11240.721902263,2497,-134
20214,11240.727093467,2502,-131
20215,11240.732001183,2507,-131
20216,11240.761927160,2537,-131
20217,11240.801912808,2577,-131
20218,11240.812063837,2587,-131
20219,11240.822076800,2597,-128
20220,11240.832102469,2607,-128
20221,11240.842085288,2617,-127
20222,11240.852070730,2627,-128
20223,11240.881912345,2657,-128
20224,11240.891997376,2667,-128
20225,11240.921890432,2697,-128
20226,11240.942014454,2717,-125
20227,11240.952092952,2727,-125
20228,11240.962081275,2737,-124
20229,11240.982086213,2757,-125
20230,11240.992080041,2767,-122
20231,11241.002083281,2777,-121
20232,11241.012105401,2787,-121
20233,11241.017092232,2792,-121
20234,11241.041939043,2817,-122
20235,11241.052063888,2827,-122
20236,11241.081978343,2857,-122
20237,11241.122050411,2897,-118
20238,11241.142087500,2917,-119
20239,11241.162087088,2937,-118
20240,11241.201909567,2977,-119
20241,11241.222142746,2997,-116
20242,11241.242092129,3017,-115
20243,11241.272003446,3047,-113
20244,11241.282065637,3057,-112
20245,11241.287013786,3062,-112
20246,11241.292030195,3067,-113
20247,11241.321922016,3097,-113
20248,11241.342113580,3117,-110
20249,11241.362045576,3137,-109
20250,11241.367067644,3142,-107
20251,11241.372049691,3147,-108
20252,11241.401903652,3177,-108
20253,11241.442052160,3217,-104
20254,11241.447087654,3222,-104
20255,11241.452014197,3227,-105
20256,11241.492067644,3267,-102
20257,11241.497075308,3272,-102
20258,11241.502068209,3277,-102
20259,11241.512056172,3287,-103
20260,11241.517074794,3292,-100
20261,11241.522076851,3297,-100
20262,11241.562059104,3337,-100
20263,11241.587066718,3362,-97
20264,11241.602036213,3377,-97
20265,11241.622067592,3397,-97
20266,11241.632055144,3407,-98
20267,11241.637050411,3412,-99
20268,11241.642091409,3417,-99
20269,11241.652101183,3427,-100
20270,11241.662050977,3437,-100
20271,11241.667096193,3442,-101
20272,11241.692028395,3467,-103
20273,11241.707041615,3482,-102
20274,11241.717135082,3492,-102
20275,11241.772069238,3547,-103
20276,11241.777036008,3552,-102
20277,11241.797033127,3572,-99
20278,11241.807103960,3582,-99
20279,11241.817104218,3592,-99
20280,11241.827098096,3602,-100
20281,11241.832054783,3607,-101
20282,11241.842033024,3617,-101
20283,11241.852075977,3627,-103
20284,11241.887105864,3662,-103
20285,11241.892094032,3667,-104
20286,11241.902045216,3677,-104
20287,11241.932046296,3707,-105
20288,11241.937160339,3712,-104
20289,11241.947012397,3722,-101
20290,11241.957013888,3732,-101
20291,11241.987039506,3762,-101
20292,11241.992052109,3767,-102
20293,11242.002066100,3777,-99
20294,11242.042127211,3817,-99
20295,11242.047021347,3822,-96
20296,11242.057062962,3832,-96
20297,11242.077081069,3852,-97
20298,11242.097090329,3872,-94
20299,11242.102089454,3877,-94
20300,11242.112085133,3887,-95
20301,11242.122125360,3897,-96
20302,11242.132117592,3907,-97
20303,11242.142068672,3917,-97
20304,11242.152101800,3927,-98
20305,11242.157075720,3932,-99
20306,11242.167097890,3942,-99
20307,11242.177113580,3952,-99
20308,11242.192029372,3967,-99
20309,11242.217090946,3992,-99
20310,11242.227042746,4002,-99
20311,11242.247060802,4022,-97
20312,11242.257105246,4032,-98
20313,11242.282125565,4057,-98
20314,11242.287111471,4062,-99
20315,11242.297083230,4072,-101
20316,11242.307080452,4082,-99
20317,11242.312096090,4087,-99
20318,11242.317073353,4092,-101
20319,11242.327081018,4102,-102
20320,11242.337068004,4112,-103
20321,11242.352026594,4127,-104
20322,11242.357045113,4132,-102
20323,11242.367092541,4142,-103
20324,11242.372069495,4147,-103
20325,11242.382080555,4157,-103
20326,11242.407129938,4182,-103
20327,11242.427022222,4202,-103
20328,11242.437047427,4212,-104
20329,11242.457074794,4232,-102
20330,11242.462084259,4237,-102
20331,11242.467105401,4242,-103
20332,11242.472076131,4247,-103
20333,11242.482075462,4257,-104
20334,11242.497067386,4272,-105
